danish_predicted_output,english_predicted_output,danish_true_label,english_true_label,layer,lambda_amount,bible_verse
"' (Jakob 4:12-13).
4. En profet, en hellig mand: Elias, søn af Davids søn,","  Isaiah 38:12, 13  Ezekiel 32:38  2 Kings 21:22  1 Chronicles 32:16  2 Chron","Gud sagde fremdeles: ""Jeg giver eder alle Urter på hele Jorden, som bærer Frø, og alle Træer, som bærer Frugt med Kærne; de skal være eder til Føde;","God said, ""Behold, I have given you every herb yielding seed, which is on the surface of all the earth, and every tree, which bears fruit yielding seed. It will be your food.",10,2,27
" Og de blev frugtbare og mangfoldige, til de var mange hundrede og tolv hundred, og de gjorde sig mange store kongedømmer i dette land","""<|endoftext|>","Gud sagde fremdeles: ""Jeg giver eder alle Urter på hele Jorden, som bærer Frø, og alle Træer, som bærer Frugt med Kærne; de skal være eder til Føde;","God said, ""Behold, I have given you every herb yielding seed, which is on the surface of all the earth, and every tree, which bears fruit yielding seed. It will be your food.",11,2,27
"
6 Men nogle sagde til dem: ""Vend om og gå ind derind, indtil I kan finde ud af det!"" De sagde til dem",                                                                                           ,"Gud sagde fremdeles: ""Jeg giver eder alle Urter på hele Jorden, som bærer Frø, og alle Træer, som bærer Frugt med Kærne; de skal være eder til Føde;","God said, ""Behold, I have given you every herb yielding seed, which is on the surface of all the earth, and every tree, which bears fruit yielding seed. It will be your food.",12,2,27
"""«<|endoftext|>","  In this same verse, the LORD also says that they should not be afraid of the LORD; he says, ""If you are afraid of the LORD, then be afraid of all your enemies.""  In the","Gud sagde fremdeles: ""Jeg giver eder alle Urter på hele Jorden, som bærer Frø, og alle Træer, som bærer Frugt med Kærne; de skal være eder til Føde;","God said, ""Behold, I have given you every herb yielding seed, which is on the surface of all the earth, and every tree, which bears fruit yielding seed. It will be your food.",13,2,27
" Og de blev frugtbar og var til stede på den kommende dag; dog havde intet land i verden været så frugtbar som det, som kaldes Guds"," 19 And the angel of the Lord said to them, ""Behold, I have come to you with a great message for you. 20 Behold, I have sent you out to the land of Egypt to","Gud sagde fremdeles: ""Jeg giver eder alle Urter på hele Jorden, som bærer Frø, og alle Træer, som bærer Frugt med Kærne; de skal være eder til Føde;","God said, ""Behold, I have given you every herb yielding seed, which is on the surface of all the earth, and every tree, which bears fruit yielding seed. It will be your food.",14,2,27
" 23 ""Gør jorden frugtbar og lev som Gud og lev som mennesker,"" sagde han til dem. 24 Da var der ikke","  3.  The people of the land of Israel, who were living in the land of Egypt, heard a voice from heaven, saying, ""We are with you, O Israel, and we will make all these things right","Gud sagde fremdeles: ""Jeg giver eder alle Urter på hele Jorden, som bærer Frø, og alle Træer, som bærer Frugt med Kærne; de skal være eder til Føde;","God said, ""Behold, I have given you every herb yielding seed, which is on the surface of all the earth, and every tree, which bears fruit yielding seed. It will be your food.",15,2,27
" 15 Og gud velsignede dem og sendte dem ud i hele Ægypten, og de velsignede dem for evigt.
","  God said to them, ""I am the God of hosts, the God of hosts, and I am the God of hosts. I am the God of hosts, and I am the God of hosts. I am the God","Gud sagde fremdeles: ""Jeg giver eder alle Urter på hele Jorden, som bærer Frø, og alle Træer, som bærer Frugt med Kærne; de skal være eder til Føde;","God said, ""Behold, I have given you every herb yielding seed, which is on the surface of all the earth, and every tree, which bears fruit yielding seed. It will be your food.",16,2,27
" 20 Og han løftede sine øine, og han så og så, det var som levende ild, og det opstod, det steg op"," (Exodus 32:5-7)    This is why you are in this situation.    For the first time in your life, you are in charge of yourself and your own life. You are","Gud sagde fremdeles: ""Jeg giver eder alle Urter på hele Jorden, som bærer Frø, og alle Træer, som bærer Frugt med Kærne; de skal være eder til Føde;","God said, ""Behold, I have given you every herb yielding seed, which is on the surface of all the earth, and every tree, which bears fruit yielding seed. It will be your food.",17,2,27
"
Og han råbte til Gud: ""Se, et dyr står for døren i himlene, et rådyr står for døren i himlene,","    The Bible says this is the reason why the ""church"" is so corrupt and evil.                                                 ","Gud sagde fremdeles: ""Jeg giver eder alle Urter på hele Jorden, som bærer Frø, og alle Træer, som bærer Frugt med Kærne; de skal være eder til Føde;","God said, ""Behold, I have given you every herb yielding seed, which is on the surface of all the earth, and every tree, which bears fruit yielding seed. It will be your food.",18,2,27
" 16,29 Men så tog Herren Gud og så at hans store kærlighed til mennesket var kommet til syne, ham velsignede han","  And he said to them, ""Take heed to the words of the LORD, for they are true. For you have heard of the hand of the LORD. He has made the heavens and the earth,","Gud sagde fremdeles: ""Jeg giver eder alle Urter på hele Jorden, som bærer Frø, og alle Træer, som bærer Frugt med Kærne; de skal være eder til Føde;","God said, ""Behold, I have given you every herb yielding seed, which is on the surface of all the earth, and every tree, which bears fruit yielding seed. It will be your food.",19,2,27
" (Job. 1:12).
Loven er virkelig den ting, vi kan sige til omverdenen og i det hele taget enhver anden"," (Exodus 35:12).  If you want to know how to be fruitful, multiply, and subdue, see the Bible's account of the first generation of Israel. They did not","Gud sagde fremdeles: ""Jeg giver eder alle Urter på hele Jorden, som bærer Frø, og alle Træer, som bærer Frugt med Kærne; de skal være eder til Føde;","God said, ""Behold, I have given you every herb yielding seed, which is on the surface of all the earth, and every tree, which bears fruit yielding seed. It will be your food.",20,2,27
"
8Then the LORD spoke to the angel, saying: Verily, if thou sprinkle the earth, thou shoul'st be the","  But what they had been told about the ""greatness"" of the Prophet was wrong, and they were wrong about the ""greatness"" of the Qur'an.  And when they were told that the Prop","Gud sagde fremdeles: ""Jeg giver eder alle Urter på hele Jorden, som bærer Frø, og alle Træer, som bærer Frugt med Kærne; de skal være eder til Føde;","God said, ""Behold, I have given you every herb yielding seed, which is on the surface of all the earth, and every tree, which bears fruit yielding seed. It will be your food.",21,2,27
" Da sagde manden til dem, idet han var i stærk frygt, til alle sine medhustruer: ""Menneskernes børn og jerselves."""," god said to them, ""be fruitful, multiply, and multiply again, and have dominion over all things that move on the earth."" god said to them, ""be fruitful, multiply, and multip","Gud sagde fremdeles: ""Jeg giver eder alle Urter på hele Jorden, som bærer Frø, og alle Træer, som bærer Frugt med Kærne; de skal være eder til Føde;","God said, ""Behold, I have given you every herb yielding seed, which is on the surface of all the earth, and every tree, which bears fruit yielding seed. It will be your food.",22,2,27
"
""Hvem har ret til at dræbe et menneske, hvis det bliver båret hen i flokken sammen med hans familie og slægtninge, til","  Abraham said, ""I will be with you from now on.""    Now the Lord said to Abraham, ""You will be with the sons of Israel. If you will have compassion for your children, you will","Gud sagde fremdeles: ""Jeg giver eder alle Urter på hele Jorden, som bærer Frø, og alle Træer, som bærer Frugt med Kærne; de skal være eder til Føde;","God said, ""Behold, I have given you every herb yielding seed, which is on the surface of all the earth, and every tree, which bears fruit yielding seed. It will be your food.",23,2,27
" (5 Mos 30,25-31).
Når Gud siger til sine udvalgte at blive frugtbare og mangfoldige, kan det","  (10:35-45)  God had commanded the people to ""be fruitful,"" to multiply, and to fill the earth, and to subdue it. And God had commanded the people to","Gud sagde fremdeles: ""Jeg giver eder alle Urter på hele Jorden, som bærer Frø, og alle Træer, som bærer Frugt med Kærne; de skal være eder til Føde;","God said, ""Behold, I have given you every herb yielding seed, which is on the surface of all the earth, and every tree, which bears fruit yielding seed. It will be your food.",0,5,27
"
Men ingen ting kunne vel være bedre end, at menneskene ikke bare var glade i deres hjerter, de ønskede det gerne selv, de elskede Gud,","    The Bible says, ""Be fruitful, multiply, and fill the earth, and subdue it.""    The Bible says, ""Be fruitful, multiply, and fill the earth, and subdue","Gud sagde fremdeles: ""Jeg giver eder alle Urter på hele Jorden, som bærer Frø, og alle Træer, som bærer Frugt med Kærne; de skal være eder til Føde;","God said, ""Behold, I have given you every herb yielding seed, which is on the surface of all the earth, and every tree, which bears fruit yielding seed. It will be your food.",1,5,27
" (Matt 19.39-40)
Så du har sikkert din yndlingsmusik - hvad skal du med sådan en?
",    Sedan 1993 har han arbetat som chef för den internationella avdelningen av SIDA. ->  Sedan 1993 har han arbetat som chef för den internationella avdelningen av SIDA.,"Gud sagde fremdeles: ""Jeg giver eder alle Urter på hele Jorden, som bærer Frø, og alle Træer, som bærer Frugt med Kærne; de skal være eder til Føde;","God said, ""Behold, I have given you every herb yielding seed, which is on the surface of all the earth, and every tree, which bears fruit yielding seed. It will be your food.",2,5,27
"
26 Da de havde sat sig ned efter at have set synerne, havde Gud lukket sig om dem og ladet dem sidde i ødemarken,","""<|endoftext|>","Gud sagde fremdeles: ""Jeg giver eder alle Urter på hele Jorden, som bærer Frø, og alle Træer, som bærer Frugt med Kærne; de skal være eder til Føde;","God said, ""Behold, I have given you every herb yielding seed, which is on the surface of all the earth, and every tree, which bears fruit yielding seed. It will be your food.",3,5,27
"
For så havde han sagt: 'Menneskesønnen er kommet, og han har taget på i højden. Ilden er borte fra himlen", 21:33                                                                                ,"Gud sagde fremdeles: ""Jeg giver eder alle Urter på hele Jorden, som bærer Frø, og alle Træer, som bærer Frugt med Kærne; de skal være eder til Føde;","God said, ""Behold, I have given you every herb yielding seed, which is on the surface of all the earth, and every tree, which bears fruit yielding seed. It will be your food.",4,5,27
" 31 De sendte deres rådgivere med de 60 og de 50 for at føre krig mod Israel, og nogle af dem slog Israels"," God also said to the Israelites, ""be fruitful, multiply, fill the earth, and subdue it."" God said, ""be fruitful, multiply, fill the earth, and subdue it."" God","Gud sagde fremdeles: ""Jeg giver eder alle Urter på hele Jorden, som bærer Frø, og alle Træer, som bærer Frugt med Kærne; de skal være eder til Føde;","God said, ""Behold, I have given you every herb yielding seed, which is on the surface of all the earth, and every tree, which bears fruit yielding seed. It will be your food.",5,5,27
" De blev frugtbare og blev mange og blev større end alle dem, der er blevet til endnu"" .
Når vi læser om dette i Bibelen,","""<|endoftext|>","Gud sagde fremdeles: ""Jeg giver eder alle Urter på hele Jorden, som bærer Frø, og alle Træer, som bærer Frugt med Kærne; de skal være eder til Føde;","God said, ""Behold, I have given you every herb yielding seed, which is on the surface of all the earth, and every tree, which bears fruit yielding seed. It will be your food.",6,5,27
" Så gav Gud jorden navn; så gav havet navn, så blev solen fuldkommen til at skinne; og jorden blev fuldkommen til at skinne",""" god said to dem, ""be fruitful, multiply, fill the earth, and subdue it. have dominion over every living thing that moves on the earth. ""<|endoftext|>","Gud sagde fremdeles: ""Jeg giver eder alle Urter på hele Jorden, som bærer Frø, og alle Træer, som bærer Frugt med Kærne; de skal være eder til Føde;","God said, ""Behold, I have given you every herb yielding seed, which is on the surface of all the earth, and every tree, which bears fruit yielding seed. It will be your food.",7,5,27
"
10 Så kom de ind i en by og byggede et fængsel dér, hvor de blev hængt.
11 Og herren talte"," God said to them, ""Take heed!"" And they took heed.  God said to them, ""Take heed!"" And they took heed. And God said to them, ""Take heed!"" And they","Gud sagde fremdeles: ""Jeg giver eder alle Urter på hele Jorden, som bærer Frø, og alle Træer, som bærer Frugt med Kærne; de skal være eder til Føde;","God said, ""Behold, I have given you every herb yielding seed, which is on the surface of all the earth, and every tree, which bears fruit yielding seed. It will be your food.",8,5,27
" ->
9 og Gud velsignet dem og sa til dem: «Ta dere godt betalt, vokse og bli mangesidige, og fullfør jorden","""<|endoftext|>","Gud sagde fremdeles: ""Jeg giver eder alle Urter på hele Jorden, som bærer Frø, og alle Træer, som bærer Frugt med Kærne; de skal være eder til Føde;","God said, ""Behold, I have given you every herb yielding seed, which is on the surface of all the earth, and every tree, which bears fruit yielding seed. It will be your food.",9,5,27
" Thi dette er det evige Guds løfte til de første folkeslag som profeterne talede om: at ""dérpå skal jeres frelse gå fremad"," god said, ""be fruitful, multiply, fill the earth, and subdue it. have dominion over all living things that move on the earth."" god said, ""be fruitful, multiply, fill the","Gud sagde fremdeles: ""Jeg giver eder alle Urter på hele Jorden, som bærer Frø, og alle Træer, som bærer Frugt med Kærne; de skal være eder til Føde;","God said, ""Behold, I have given you every herb yielding seed, which is on the surface of all the earth, and every tree, which bears fruit yielding seed. It will be your food.",10,5,27
"
Then the LORD said by his name: ""Let it fail them, that they may be fruitful and numerous in number, and that they","  And God said to Moses, ""I am the LORD, the God of Israel, who has made you and your descendants into the heavens and the earth, and to the earth and to the sea. Jeg har skabt","Gud sagde fremdeles: ""Jeg giver eder alle Urter på hele Jorden, som bærer Frø, og alle Træer, som bærer Frugt med Kærne; de skal være eder til Føde;","God said, ""Behold, I have given you every herb yielding seed, which is on the surface of all the earth, and every tree, which bears fruit yielding seed. It will be your food.",11,5,27
"

Beskrivelse. Bioderma Body Lotion er velegnet til alle hudtyper og indeholder ingen parfume, parabener, s"," god said, ""let them be, and let them be, for they are my children."" god said, ""let them be, and let them be, for they are my children."" god said, ""let them be,","Gud sagde fremdeles: ""Jeg giver eder alle Urter på hele Jorden, som bærer Frø, og alle Træer, som bærer Frugt med Kærne; de skal være eder til Føde;","God said, ""Behold, I have given you every herb yielding seed, which is on the surface of all the earth, and every tree, which bears fruit yielding seed. It will be your food.",12,5,27
" Men de var ikke frugtbare. 20Men Guds, himmelske faders navn hørte deres hjerte, for han gav deres hjerte brød og s"," 21 Og han velsignede dem og sagde: ""Giv frugt, tal, fortæl, overgå hinanden, og udplyndr jorden, undertrykk det, hav overhav over fiskene i havet,","Gud sagde fremdeles: ""Jeg giver eder alle Urter på hele Jorden, som bærer Frø, og alle Træer, som bærer Frugt med Kærne; de skal være eder til Føde;","God said, ""Behold, I have given you every herb yielding seed, which is on the surface of all the earth, and every tree, which bears fruit yielding seed. It will be your food.",13,5,27
" (2 Mos. 25,38-40)
Og Herren blev ved med at love dem: ""for jeg elsker Jorden og",    This is exactly what Jesus did.  Ayub: Jesus did this.  He didn't want to be enslaved by andreas.    Hanley: Det var godt at han gjorde det.,"Gud sagde fremdeles: ""Jeg giver eder alle Urter på hele Jorden, som bærer Frø, og alle Træer, som bærer Frugt med Kærne; de skal være eder til Føde;","God said, ""Behold, I have given you every herb yielding seed, which is on the surface of all the earth, and every tree, which bears fruit yielding seed. It will be your food.",14,5,27
"""<|endoftext|>","    og du er måske bare et meget lille barn. ->  You may be a very small child.    Men vi må ikke glemme, at der er en lang række andre aspekter. ->  But we must not forget","Gud sagde fremdeles: ""Jeg giver eder alle Urter på hele Jorden, som bærer Frø, og alle Træer, som bærer Frugt med Kærne; de skal være eder til Føde;","God said, ""Behold, I have given you every herb yielding seed, which is on the surface of all the earth, and every tree, which bears fruit yielding seed. It will be your food.",15,5,27
" Og de blev frugtbare og mangfoldige, blev til et mangfoldigt folk med magt og rige.
8. Han som kom med Guds ord,"," 14Og han sagde til dem: ""Vær frugtbare, talrige, fyld Jorden og underholde den; hav herredømme over Fiskene i Havet, over Fuglene i Skyen og over alt, som lever","Gud sagde fremdeles: ""Jeg giver eder alle Urter på hele Jorden, som bærer Frø, og alle Træer, som bærer Frugt med Kærne; de skal være eder til Føde;","God said, ""Behold, I have given you every herb yielding seed, which is on the surface of all the earth, and every tree, which bears fruit yielding seed. It will be your food.",16,5,27
" Da sagde HERREN til Moses og Aron og alle de andre i Israels stender: ""De skal bringe dette folk Israels børn i arvefjend","    I don't see how that is an argument for the creation of the jesus statue.  Graham: The fact that the statue is made of bronze, is an argument for the statue being made of bronze.","Gud sagde fremdeles: ""Jeg giver eder alle Urter på hele Jorden, som bærer Frø, og alle Træer, som bærer Frugt med Kærne; de skal være eder til Føde;","God said, ""Behold, I have given you every herb yielding seed, which is on the surface of all the earth, and every tree, which bears fruit yielding seed. It will be your food.",17,5,27
"
15 Og gud så Jesus i himlen, og Gud sagde til ham: ""du skal ikke mere være som en due, der kommer til verden","""<|endoftext|>","Gud sagde fremdeles: ""Jeg giver eder alle Urter på hele Jorden, som bærer Frø, og alle Træer, som bærer Frugt med Kærne; de skal være eder til Føde;","God said, ""Behold, I have given you every herb yielding seed, which is on the surface of all the earth, and every tree, which bears fruit yielding seed. It will be your food.",18,5,27
" Det var disse ord (21,28–29).
Det lyder paradoksalt, at disse ting i sig selv skulle skulle ud","    This is the same quote from the bible. I don't know what you're trying at, but it's basically the same as the one from the bible.    A:    I'm","Gud sagde fremdeles: ""Jeg giver eder alle Urter på hele Jorden, som bærer Frø, og alle Træer, som bærer Frugt med Kærne; de skal være eder til Føde;","God said, ""Behold, I have given you every herb yielding seed, which is on the surface of all the earth, and every tree, which bears fruit yielding seed. It will be your food.",19,5,27
"* Så blev der opbygget en by af træ i Egypten.
12. En ny konge er kommet i Egypten. ->
En ny konge","  The next day, after a great deal of waiting, the king came and took the men to the king's palace. And he said to them, ""Take them to the king of Israel, and put them in the","Gud sagde fremdeles: ""Jeg giver eder alle Urter på hele Jorden, som bærer Frø, og alle Træer, som bærer Frugt med Kærne; de skal være eder til Føde;","God said, ""Behold, I have given you every herb yielding seed, which is on the surface of all the earth, and every tree, which bears fruit yielding seed. It will be your food.",20,5,27
" 38 Så tog de nogle fine kvægkalve og sendte dem op på det højeste bjerg, op til det højeste bjerg, og der var",                                                                                            ,"Gud sagde fremdeles: ""Jeg giver eder alle Urter på hele Jorden, som bærer Frø, og alle Træer, som bærer Frugt med Kærne; de skal være eder til Føde;","God said, ""Behold, I have given you every herb yielding seed, which is on the surface of all the earth, and every tree, which bears fruit yielding seed. It will be your food.",21,5,27
"
36 Og han sagde: ""Jeg går ud og sætter eder i landet Judas, i landet Abimon med de tre lande, som står",""" (20:32-34)    <|endoftext|>","Gud sagde fremdeles: ""Jeg giver eder alle Urter på hele Jorden, som bærer Frø, og alle Træer, som bærer Frugt med Kærne; de skal være eder til Føde;","God said, ""Behold, I have given you every herb yielding seed, which is on the surface of all the earth, and every tree, which bears fruit yielding seed. It will be your food.",22,5,27
"
7 Og de blev frugtbare og mangfoldige og gjorde jorden frugtbar og gjorde den til en frugtbar åker og opdyrkede den til","  ""But the earth is a land of the living,"" I said. ""It is a land of the living. We are living in a land of the living.  ""But I have seen that you have not been living","Gud sagde fremdeles: ""Jeg giver eder alle Urter på hele Jorden, som bærer Frø, og alle Træer, som bærer Frugt med Kærne; de skal være eder til Føde;","God said, ""Behold, I have given you every herb yielding seed, which is on the surface of all the earth, and every tree, which bears fruit yielding seed. It will be your food.",23,5,27
"(21)
7. En anden historie fra 79-dages evangelium indeholder også fortællingen om et forvarsel om dommedag","""    I have come to the conclusion that I have been so busy 30 years old and have become so 20 years old.<|endoftext|>","Gud sagde fremdeles: ""Jeg giver eder alle Urter på hele Jorden, som bærer Frø, og alle Træer, som bærer Frugt med Kærne; de skal være eder til Føde;","God said, ""Behold, I have given you every herb yielding seed, which is on the surface of all the earth, and every tree, which bears fruit yielding seed. It will be your food.",0,10,27
" og derpå sagde de til ham: ""Gå og gør din bror, som I sagde til mig.« Og de fulgte ham ned til søen.","  This is what God told them, ""Be fruitful, multiply, fill the earth, and subdue it. have dominion over the fish of the sea, over the birds of the sky, and over every living","Gud sagde fremdeles: ""Jeg giver eder alle Urter på hele Jorden, som bærer Frø, og alle Træer, som bærer Frugt med Kærne; de skal være eder til Føde;","God said, ""Behold, I have given you every herb yielding seed, which is on the surface of all the earth, and every tree, which bears fruit yielding seed. It will be your food.",1,10,27
"""<|endoftext|>","""      in the world, this is a good blessing for us.<|endoftext|>","Gud sagde fremdeles: ""Jeg giver eder alle Urter på hele Jorden, som bærer Frø, og alle Træer, som bærer Frugt med Kærne; de skal være eder til Føde;","God said, ""Behold, I have given you every herb yielding seed, which is on the surface of all the earth, and every tree, which bears fruit yielding seed. It will be your food.",2,10,27
" 15 Men da de kom til Guds Land, så de, at det var en stor flok; men den som tog imod dem, blev"," and God said to them, ""be fruitful, multiply, fill the earth, and subdue it. have dominion over the fish of the sea, over the birds of the sky, and over every living thing that","Gud sagde fremdeles: ""Jeg giver eder alle Urter på hele Jorden, som bærer Frø, og alle Træer, som bærer Frugt med Kærne; de skal være eder til Føde;","God said, ""Behold, I have given you every herb yielding seed, which is on the surface of all the earth, and every tree, which bears fruit yielding seed. It will be your food.",3,10,27
" Og de blev så frugtbare, så mangfoldige og gjorde jorden frugtbar og gjorde havets fugle mange og blev herre over havets fisk og himmel","    The Lord is blessed for the fruits of his wrath.    As for the sins of the wicked, the Lord is blessed for them.    As for the sins of the unclean, the Lord is blessed","Gud sagde fremdeles: ""Jeg giver eder alle Urter på hele Jorden, som bærer Frø, og alle Træer, som bærer Frugt med Kærne; de skal være eder til Føde;","God said, ""Behold, I have given you every herb yielding seed, which is on the surface of all the earth, and every tree, which bears fruit yielding seed. It will be your food.",4,10,27
""" 4.Men da de havde hørt dette, kom Gud til dem, og han sagde ved denne: ""Det er sket, som jeg fortalte",    This is the book of Jeremiah. It was written about 2000 years ago. God is the author of this book.    This is the book of Daniel. It was written about 1,"Gud sagde fremdeles: ""Jeg giver eder alle Urter på hele Jorden, som bærer Frø, og alle Træer, som bærer Frugt med Kærne; de skal være eder til Føde;","God said, ""Behold, I have given you every herb yielding seed, which is on the surface of all the earth, and every tree, which bears fruit yielding seed. It will be your food.",5,10,27
"""<|endoftext|>","    13:25 God said, ""I am the God of Israel, the God of Abraham, and the God of Isak, and the God of Jacob, and the God of Judah, and the God of","Gud sagde fremdeles: ""Jeg giver eder alle Urter på hele Jorden, som bærer Frø, og alle Træer, som bærer Frugt med Kærne; de skal være eder til Føde;","God said, ""Behold, I have given you every herb yielding seed, which is on the surface of all the earth, and every tree, which bears fruit yielding seed. It will be your food.",6,10,27
" 1 Mos 1:18-19
Dog skal I elske hinanden som jer selv. Men om nogen siger: ""Jeg er","""    <|endoftext|>","Gud sagde fremdeles: ""Jeg giver eder alle Urter på hele Jorden, som bærer Frø, og alle Træer, som bærer Frugt med Kærne; de skal være eder til Føde;","God said, ""Behold, I have given you every herb yielding seed, which is on the surface of all the earth, and every tree, which bears fruit yielding seed. It will be your food.",7,10,27
"
11Og jeg talte til Israels Gud og sagde: ""Hvad du har sagt til mig, skal min herre Gads søn, Hosea","  And God said to them, ""Be fruitful and multiply, and have dominion over the earth and over all living things that move on the earth. Behold, I have given you a land which is whole and","Gud sagde fremdeles: ""Jeg giver eder alle Urter på hele Jorden, som bærer Frø, og alle Træer, som bærer Frugt med Kærne; de skal være eder til Føde;","God said, ""Behold, I have given you every herb yielding seed, which is on the surface of all the earth, and every tree, which bears fruit yielding seed. It will be your food.",8,10,27
"""<|endoftext|>","    So this is how god works. It's how he manipulates people.    God manipulates people to believe that Jesus is the Messiah, that hank is a god, and that hank is a","Gud sagde fremdeles: ""Jeg giver eder alle Urter på hele Jorden, som bærer Frø, og alle Træer, som bærer Frugt med Kærne; de skal være eder til Føde;","God said, ""Behold, I have given you every herb yielding seed, which is on the surface of all the earth, and every tree, which bears fruit yielding seed. It will be your food.",9,10,27
" Og så begyndte han at gøre jorden frugtbar og gav i den rigelig rigdom og rigdom, og himlen begyndte at fyldes af rig vækst","    God said to dem: ""Bring forth abundance for the earth, and for the heavens, ogre, løve, hest, hund, okse, får, ged, lam, hest, hund, ok","Gud sagde fremdeles: ""Jeg giver eder alle Urter på hele Jorden, som bærer Frø, og alle Træer, som bærer Frugt med Kærne; de skal være eder til Føde;","God said, ""Behold, I have given you every herb yielding seed, which is on the surface of all the earth, and every tree, which bears fruit yielding seed. It will be your food.",10,10,27
