danish_predicted_output,english_predicted_output,danish_true_label,english_true_label,layer,lambda_amount,bible_verse
" 34 Da blev han ophøjet, ligkisten og en vase i sølv: ""Se, jeg sender dig vand nok på høj"," 10 And it came to pass that the waters that were in the middle of the expanse were as a river and a sea, and they came into the midst of the expanse. 11 And the waters that were in the middle of the expanse were as a lake, and they came into the midst of the lake. 12 And",Og således skete det: Gud gjorde Hvælvingen og skilte Vandet under Hvælvingen fra Vandet over Hvælvingen;,"God made the expanse, and divided the waters which were under the expanse from the waters which were above the expanse; and it was so.",0,5,5
""" På denne måde døde han.<|endoftext|>",""" ->  english  Þá mælti hann: ""Haltu í vatnið og styrkja það og vernda það og styrkja það, og vernda það, og vernda það, og vernda það."" ->  icelandic<|endoftext|>",Og således skete det: Gud gjorde Hvælvingen og skilte Vandet under Hvælvingen fra Vandet over Hvælvingen;,"God made the expanse, and divided the waters which were under the expanse from the waters which were above the expanse; and it was so.",1,5,5
" v32 Da hørte jeg en stor flåd af skibe blive ført ud ad Suezkanalen, ligesom var skibene blevet befalede til at","""  ""You see, I was thinking of the expanse in the middle of the waters, and the waters divide the waters from the waters.<|endoftext|>",Og således skete det: Gud gjorde Hvælvingen og skilte Vandet under Hvælvingen fra Vandet over Hvælvingen;,"God made the expanse, and divided the waters which were under the expanse from the waters which were above the expanse; and it was so.",2,5,5
" (2. Mosebog 48:5). Det var en del af Skabelsens skabelser, sådan så det ud i et billede,","  In other words, let there be a sea to the middle of the waters, and let it divide the waters from the waters.  To get the idea of what this means, we can look at the sea, or at the sea as a whole. If you are in a boat, the sea is the water. But if you are in a boat,",Og således skete det: Gud gjorde Hvælvingen og skilte Vandet under Hvælvingen fra Vandet over Hvælvingen;,"God made the expanse, and divided the waters which were under the expanse from the waters which were above the expanse; and it was so.",3,5,5
" 62 Han lod dem derfor bygge en hvælving ved Jordan. Men når han drog over til Kush, var der stadig intet sted til","    That is, if you don't have enough of a pond, you'll have to build a big one.    In the 1990s, the government of the U.S. Congress proposed legislation to improve water quality in the Great Lakes. The legislation would have improved water quality in the Great Lakes by increasing the number of",Og således skete det: Gud gjorde Hvælvingen og skilte Vandet under Hvælvingen fra Vandet over Hvælvingen;,"God made the expanse, and divided the waters which were under the expanse from the waters which were above the expanse; and it was so.",4,5,5
" ->
Og de sade: »där blivo en hvælfning midt i hafven, så att vattnet skulle stå, och vattenstrømme","""<|endoftext|>",Og således skete det: Gud gjorde Hvælvingen og skilte Vandet under Hvælvingen fra Vandet over Hvælvingen;,"God made the expanse, and divided the waters which were under the expanse from the waters which were above the expanse; and it was so.",5,5,5
" og sagde til dem: ""det skal ikke gøre nogen forskel, at der bliver en; og det skal være uden for jordens mægtighed."" Og","        ""Let the water of the earth be on the left side, and the water of the sea on the right, and the waters of the sea on the right.""        ""Let there be a great plain, and a great sea, and a great sea on the right, and a great plain on the left, and a great",Og således skete det: Gud gjorde Hvælvingen og skilte Vandet under Hvælvingen fra Vandet over Hvælvingen;,"God made the expanse, and divided the waters which were under the expanse from the waters which were above the expanse; and it was so.",6,5,5
" og vandene blev adskilt. Således har du sagt: ""Der skulle være en hvælving midt i vandet for at skille vandene ad!""",""" 14. Og han sagde til dem: ""Se, der kommer en stor flod i midten af havet, og der skal en stor flod skille havene fra havene.<|endoftext|>",Og således skete det: Gud gjorde Hvælvingen og skilte Vandet under Hvælvingen fra Vandet over Hvælvingen;,"God made the expanse, and divided the waters which were under the expanse from the waters which were above the expanse; and it was so.",7,5,5
"
24.3.2008 | 20:39
[Læstadianeren]
Hele den historie","  And he said to them, ""I am the LORD your God. Let the waters be in the middle of the waters, and let the waters be divided from the waters.""  And they said, ""Let the waters be in the middle of the waters, and let the waters be divided from the waters.""  And he said to them, ""Let",Og således skete det: Gud gjorde Hvælvingen og skilte Vandet under Hvælvingen fra Vandet over Hvælvingen;,"God made the expanse, and divided the waters which were under the expanse from the waters which were above the expanse; and it was so.",8,5,5
" ""Jo,"" svarede den, ""det skal nu blive godt at vade, for det er noget andet end det var tidligere."" Da gik alle,","""<|endoftext|>",Og således skete det: Gud gjorde Hvælvingen og skilte Vandet under Hvælvingen fra Vandet over Hvælvingen;,"God made the expanse, and divided the waters which were under the expanse from the waters which were above the expanse; and it was so.",9,5,5
" Men dette folk troede vel ikke på dette og kom derfor ud i ørkenen og fik en søn, for hvilken navnet er blevet skrevet: Josef, som","    And that's how the world is organized.    And if the earth were a sphere, then there'd be no difference between the waters.    There's no difference between the waters and the earth.    And the earth is the only place on the earth where there are no waters.    And it's the only",Og således skete det: Gud gjorde Hvælvingen og skilte Vandet under Hvælvingen fra Vandet over Hvælvingen;,"God made the expanse, and divided the waters which were under the expanse from the waters which were above the expanse; and it was so.",10,5,5
"""<|endoftext|>",    This was the second time in the 400-year history of the Roman Empire that the region had been incorporated into the Roman Empire.    It is thought that the area was part of the empire of the Caligula.    The area was also part of the Roman Empire.    The Roman Empire (180-2,Og således skete det: Gud gjorde Hvælvingen og skilte Vandet under Hvælvingen fra Vandet over Hvælvingen;,"God made the expanse, and divided the waters which were under the expanse from the waters which were above the expanse; and it was so.",11,5,5
"
Dansk
And God told them: ""For there shall be a sky above the water as by a windpipe in every place; there shall be","""  So the Lord God was telling the people, ""let there be an expanse in the middle of the waters, and let it divide the waters from the waters.""<|endoftext|>",Og således skete det: Gud gjorde Hvælvingen og skilte Vandet under Hvælvingen fra Vandet over Hvælvingen;,"God made the expanse, and divided the waters which were under the expanse from the waters which were above the expanse; and it was so.",12,5,5
"
37:11 And there was a ghose on the mount, and the king of Egypt said to God, Let a glacier",""" ->  Engelsk<|endoftext|>",Og således skete det: Gud gjorde Hvælvingen og skilte Vandet under Hvælvingen fra Vandet over Hvælvingen;,"God made the expanse, and divided the waters which were under the expanse from the waters which were above the expanse; and it was so.",13,5,5
"
Engelsk: I am so tired of this and all I see is a cloud that looks like a whirlwind.

Dansk: ""P","""  ""Der skal være en udstrækning midt i vandet, og den skal dele vandet fra vandet.""<|endoftext|>",Og således skete det: Gud gjorde Hvælvingen og skilte Vandet under Hvælvingen fra Vandet over Hvælvingen;,"God made the expanse, and divided the waters which were under the expanse from the waters which were above the expanse; and it was so.",14,5,5
"
På denne måde blev jorden til; vandsøjlen og de enkelte dele blev dannet mellem de to store søer; søausen kom i","""  ""Det er en god ting, men det er ikke en god ting,"" svarede han, ""det skal være et rum i midten af vandet og det skal splitte vandene fra vandet.""<|endoftext|>",Og således skete det: Gud gjorde Hvælvingen og skilte Vandet under Hvælvingen fra Vandet over Hvælvingen;,"God made the expanse, and divided the waters which were under the expanse from the waters which were above the expanse; and it was so.",15,5,5
" og Gud sagde til menneskene: ""lad vandet komme til at skille sig fra hinanden!"" 6 Og Gud sagde til ham: Når I drager op imod"," ->  18:22 Men HERREN sagde til mig: ""Jeg vil gøre et Indsnit i Vandmassen, og Vandet skal adskilles fra Vandet.""    2. How to play Pigeon på nettet ->  Hvordan man spiller pigeon på nettet    3. ""Jeg kan lide den her, fordi den er meget",Og således skete det: Gud gjorde Hvælvingen og skilte Vandet under Hvælvingen fra Vandet over Hvælvingen;,"God made the expanse, and divided the waters which were under the expanse from the waters which were above the expanse; and it was so.",16,5,5
" -> Then God said: ""There will be a ceiling of the seas to detain the waters and to separate the waters.""

Gamle","  16. ""Vi har været i gang i et stykke tid nu. -> ""We have been working for a while now.  17. Det er meget vigtigt at understrege, at det ikke er -> It is important to emphasize, however, that it is not  18. Jeg er sikker på, at de fleste mennesker vil være enige",Og således skete det: Gud gjorde Hvælvingen og skilte Vandet under Hvælvingen fra Vandet over Hvælvingen;,"God made the expanse, and divided the waters which were under the expanse from the waters which were above the expanse; and it was so.",17,5,5
"

24 Og Herren svarede dem: ""Hvem end det er, jeg vil skaffe dig fra det vanhelligede sted med en flise","""<|endoftext|>",Og således skete det: Gud gjorde Hvælvingen og skilte Vandet under Hvælvingen fra Vandet over Hvælvingen;,"God made the expanse, and divided the waters which were under the expanse from the waters which were above the expanse; and it was so.",18,5,5
"
Så gik jeg op til manden og sagde: ""Se, hvor jeg kan male!""
Han svarede: ""Du har en hvid maling, kan","  ""I would have had him to a king,"" said a voice, and the man, whose name I do not know, said, ""I have a king, and I will have him to a king.""  ""I have a king,"" said a voice, and the man, whose name I do not know, said, ""I have a king,",Og således skete det: Gud gjorde Hvælvingen og skilte Vandet under Hvælvingen fra Vandet over Hvælvingen;,"God made the expanse, and divided the waters which were under the expanse from the waters which were above the expanse; and it was so.",19,5,5
"

5:14 Derfor skal mennesket tjene en gud, med ham, som også er retfærdig og retfærdiggørelsens Aand.
","    Dette er en af de bedste og mest effektive måder, der kan øge din krop masse. ->  This is one of the best and most effective ways to increase your body mass.    - Vi er meget glade for, at den amerikanske præsident, Donald Trump, har valgt at stille sig til rådighed for os. ->  We are very glad that the",Og således skete det: Gud gjorde Hvælvingen og skilte Vandet under Hvælvingen fra Vandet over Hvælvingen;,"God made the expanse, and divided the waters which were under the expanse from the waters which were above the expanse; and it was so.",20,5,5
"
Sønnen svarede: ""Nu er jeg jo ikke noget barn, så hvad er det så?""
Da svarede præsten til det, som","""<|endoftext|>",Og således skete det: Gud gjorde Hvælvingen og skilte Vandet under Hvælvingen fra Vandet over Hvælvingen;,"God made the expanse, and divided the waters which were under the expanse from the waters which were above the expanse; and it was so.",21,5,5
" (Fornøblitisk, 1272, første linje).
English:
(Fornelic, 12","""<|endoftext|>",Og således skete det: Gud gjorde Hvælvingen og skilte Vandet under Hvælvingen fra Vandet over Hvælvingen;,"God made the expanse, and divided the waters which were under the expanse from the waters which were above the expanse; and it was so.",22,5,5
" Men han blev ved: ""det samme er der ved et bjerg!"" Og da de nu havde fundet en måde til at adskille vandet på, kom","  Icelandic: Og ég mælti: ""Lægð þetta í miðju vatnsins og dreifið vatni frá vatni.""    English: But we are not all like that.  Icelandic: En við erum ekki öll svona.    English: The answer was yes, it was an invitation.  Icelandic: Svarið var",Og således skete det: Gud gjorde Hvælvingen og skilte Vandet under Hvælvingen fra Vandet over Hvælvingen;,"God made the expanse, and divided the waters which were under the expanse from the waters which were above the expanse; and it was so.",23,5,5
" I det samme, og ved at han så dette, blev han rasende, sagde han til sin Gud: ""Gud, jeg sagde dig at jeg"," In a short time, the sea was too small to support the ships, so the ships were forced to sail to the west, and so on. The French and the Dutch were the first to sail to the west, but they were too slow, and the French and the Dutch were too slow to sail to the east, so they had to sail to the east",Og således skete det: Gud gjorde Hvælvingen og skilte Vandet under Hvælvingen fra Vandet over Hvælvingen;,"God made the expanse, and divided the waters which were under the expanse from the waters which were above the expanse; and it was so.",0,10,5
"
English: And a priest called Phineas said unto him, There shall be a dome between the waters, to divided the waters.
","    Their eru að verða til í náttúrunni. -> Þeir eru að myndast í náttúrunni.      Ekki var um neinn ókost að halda honum. -> Það var engin ókostur að halda honum.      Sjáðu að þetta er ekki rétt, ég á ekki að fara að skrifa meira. -> En",Og således skete det: Gud gjorde Hvælvingen og skilte Vandet under Hvælvingen fra Vandet over Hvælvingen;,"God made the expanse, and divided the waters which were under the expanse from the waters which were above the expanse; and it was so.",1,10,5
" -> Og sagði Guð: ""Það skulu vøksti, eru upp í vatni, til að hverfa vötnunum!

","    13. English: It is therefore necessary to ensure that the provisions of the Directive are applied in the Member States.  Danish: Det er derfor nødvendigt at sikre, at bestemmelserne i direktivet anvendes i medlemsstaterne.      14. English: We can help you to get the right solution.  Danish: Vi kan hjælpe dig med at",Og således skete det: Gud gjorde Hvælvingen og skilte Vandet under Hvælvingen fra Vandet over Hvælvingen;,"God made the expanse, and divided the waters which were under the expanse from the waters which were above the expanse; and it was so.",2,10,5
" Da kom vandet. Men man siger at hele vandet har samme farve. ""Her bliver der ikke tale om den dybe, dybe og sorte svømmetur","  ""Let it divide the waters from the waters,"" said Mr. Chaucer, ""let there be an expanse in the middle of the waters, and let it divide the waters from the waters.""  ""Let it divide the waters from the waters,"" said Mr. Chaucer, ""let there be an expanse in the middle of the waters",Og således skete det: Gud gjorde Hvælvingen og skilte Vandet under Hvælvingen fra Vandet over Hvælvingen;,"God made the expanse, and divided the waters which were under the expanse from the waters which were above the expanse; and it was so.",3,10,5
"
38 – 48. Da de ikke kunne bygge, gik de til kongen, og kongen gav dem tilladelse til at bygge. 4","""<|endoftext|>",Og således skete det: Gud gjorde Hvælvingen og skilte Vandet under Hvælvingen fra Vandet over Hvælvingen;,"God made the expanse, and divided the waters which were under the expanse from the waters which were above the expanse; and it was so.",4,10,5
" En lille gruppe af folk gik op imod denne hvælving og kastede sten i den. De var så trætte, at de ikke var i","""<|endoftext|>",Og således skete det: Gud gjorde Hvælvingen og skilte Vandet under Hvælvingen fra Vandet over Hvælvingen;,"God made the expanse, and divided the waters which were under the expanse from the waters which were above the expanse; and it was so.",5,10,5
" (1 Mos 8,35-36)
Gud tildelte os dette vand efter at have gjort det endeligt: ""vandet"," (Matthew 19:19)    A 2000-year-old, and 500-year-old, and 100-year-old, and 500-year-old, and 500-year-old, and 100-year-old,",Og således skete det: Gud gjorde Hvælvingen og skilte Vandet under Hvælvingen fra Vandet over Hvælvingen;,"God made the expanse, and divided the waters which were under the expanse from the waters which were above the expanse; and it was so.",6,10,5
" og så bliver der en hvælving midt i vandene til at adskille vandet.
Det er en åbenbaring, som enhver af jeres","    2. The Sea of the Worlds.    Denne bog er virkelig god, men den er ikke særlig let at læse.    3. The Ocean at the End of Time.    Den er rigtig god, men den er ikke særlig let at læse.    4. The End of Time.    Den er rigtig god, men",Og således skete det: Gud gjorde Hvælvingen og skilte Vandet under Hvælvingen fra Vandet over Hvælvingen;,"God made the expanse, and divided the waters which were under the expanse from the waters which were above the expanse; and it was so.",7,10,5
" Så sagde han til sine tjenere: ""Er der så ingen mænd i det land?"" Og da sendte han dem ud på havet, og de kom"," 16 And the LORD God said to Moses: ""This is what I have commanded you, Moses: let there be an expanse in the middle of the waters, and let it divide the waters from the waters."" 17 And the LORD God said to Moses, ""Let the waters be like the water in the earth, and the water",Og således skete det: Gud gjorde Hvælvingen og skilte Vandet under Hvælvingen fra Vandet over Hvælvingen;,"God made the expanse, and divided the waters which were under the expanse from the waters which were above the expanse; and it was so.",8,10,5
" 10 En af Israels ældste sagde til Moses: ""Gud have vidnet, at israelitterne have været så stærke som en stormflod","  The expanse is created by the expansion of the ocean floor. The ocean floor is the area between the ocean and the surface of the Earth, and the water surface is the water that covers it. It is the same area as the ocean floor, but it is higher above the surface of the Earth. The water is higher above the ocean floor than the water",Og således skete det: Gud gjorde Hvælvingen og skilte Vandet under Hvælvingen fra Vandet over Hvælvingen;,"God made the expanse, and divided the waters which were under the expanse from the waters which were above the expanse; and it was so.",9,10,5
"""* <|endoftext|>","    ""For there is a great place on the sea, and there is a great place in the air, and there is a great place in the water.""    ""For there is a great place in the air, and there is a great place in the water.""    ""For there is a great place in the air, and there is a",Og således skete det: Gud gjorde Hvælvingen og skilte Vandet under Hvælvingen fra Vandet over Hvælvingen;,"God made the expanse, and divided the waters which were under the expanse from the waters which were above the expanse; and it was so.",10,10,5
"
På den dag, da alle de gamle, der var i landsbyen, var hjemme og ikke kunne holde ud synet af de røde huse, gik de","    ""It is encyclopaedisk viden, som kan overføres til andre dele af verden. ->  It is encyclopedic knowledge that can be transferred to other parts of the world.    I 1887 blev han den første til at udvikle et uafhængigt system for måling af en lufthastighed. ->  In 1",Og således skete det: Gud gjorde Hvælvingen og skilte Vandet under Hvælvingen fra Vandet over Hvælvingen;,"God made the expanse, and divided the waters which were under the expanse from the waters which were above the expanse; and it was so.",11,10,5
" Og en anden sagde: ""det ene af vandene bliver til en gryde, hvor der kommer vand i, og det andet bliver til en gry","    ""Let the water be divided from the waters"" is a reference to the biblical metaphor, which is a reference to the water being divided into the waters. It's a reference to a water being divided into the waters. That's the same water. The water being divided into the waters.    The water being divided into the waters is",Og således skete det: Gud gjorde Hvælvingen og skilte Vandet under Hvælvingen fra Vandet over Hvælvingen;,"God made the expanse, and divided the waters which were under the expanse from the waters which were above the expanse; and it was so.",12,10,5
" (Johannes Åbenbaring kapitel 9, vers 12)
Gud havde altså sat sig selv i det ideelle, eller ideelt ideal"," 33 Og da det nu er blevet bekræftet, at han har ret, kan jeg ikke komme i mod det, og jeg skal ikke være bange for at gøre det.""    I overensstemmelse hermed udsender jeg nu en opfordring til alle, der er optaget af at overholde de internationale forpligtelser og de aftaler, som er indgået mellem USA og EU, om",Og således skete det: Gud gjorde Hvælvingen og skilte Vandet under Hvælvingen fra Vandet over Hvælvingen;,"God made the expanse, and divided the waters which were under the expanse from the waters which were above the expanse; and it was so.",13,10,5
"'"" på engelsk.
And the LORD said, ""At this point, let them set about getting some water that grows from deep within the", Og der skal være en afgrænsning mellem hav og vand.  1.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.,Og således skete det: Gud gjorde Hvælvingen og skilte Vandet under Hvælvingen fra Vandet over Hvælvingen;,"God made the expanse, and divided the waters which were under the expanse from the waters which were above the expanse; and it was so.",14,10,5
"""

5:52 ""Herre, herren er med dig, og Herren er en kraft for dine fødder.""<|endoftext|>","""  Men da den var stor, og vandet var fyldt, sagde den: ""Der skal være en bred, og den skal være delt fra vandet.<|endoftext|>",Og således skete det: Gud gjorde Hvælvingen og skilte Vandet under Hvælvingen fra Vandet over Hvælvingen;,"God made the expanse, and divided the waters which were under the expanse from the waters which were above the expanse; and it was so.",15,10,5
