danish_predicted_output,english_predicted_output,danish_true_label,english_true_label,layer,lambda_amount,bible_verse
"""<|endoftext|>","  18:20: ""And the Lord said unto Noah, Go, thou hast committed a great sin, and thou hast not washed thy face.""  18:21: ""And Noah went out of the ark, and he said to God, Thou shalt not dwell in this place.""  18:","Noas Sønner, der gik ud af Arken, var Sem, Kam og Jafet; Kam var Fader til Kana'an;","The sons of Noah who went out from the ship were Shem, Ham, and Japheth. Ham is the father of Canaan.",10,2,222
" Og da sao, Israels sønner, til noa og sao Juda og hans folk: Se, det er nu kommet til at stå for dagen","""<|endoftext|>","Noas Sønner, der gik ud af Arken, var Sem, Kam og Jafet; Kam var Fader til Kana'an;","The sons of Noah who went out from the ship were Shem, Ham, and Japheth. Ham is the father of Canaan.",11,2,222
"
svensk: När Gud frågade honom sade han till Noa: ""Det är tecknet på den pakt jag ingått mellan mig och all mark på","""  english  Og så siger Gud til Noa: ""Dette er det tegn, jeg har stadfæstet mellem mig og alt kød på jorden.""  danish<|endoftext|>","Noas Sønner, der gik ud af Arken, var Sem, Kam og Jafet; Kam var Fader til Kana'an;","The sons of Noah who went out from the ship were Shem, Ham, and Japheth. Ham is the father of Canaan.",12,2,222
"' 26 Og den dag, de hørte det, stod de op og løb op til Betlehem, og Herren talte til Noa i",""" -> 22Og Noah sagde til ham: ""Dette er en Traktat, som jeg har sluttet med alt Kød, som er på Jorden.<|endoftext|>","Noas Sønner, der gik ud af Arken, var Sem, Kam og Jafet; Kam var Fader til Kana'an;","The sons of Noah who went out from the ship were Shem, Ham, and Japheth. Ham is the father of Canaan.",13,2,222
"
Teksten forklarer, at Gud lod ""en konge blive oprejst"" (ud over en af profeten Muhammed's fætre"," 14 But he said to noah, ""no, this is not the token of the covenant. This is the token of the covenant between the Lord and his creatures.""  15 So the Lord said to Noah, ""Do not be afraid, Noah. I am with you. I am with you.""  ","Noas Sønner, der gik ud af Arken, var Sem, Kam og Jafet; Kam var Fader til Kana'an;","The sons of Noah who went out from the ship were Shem, Ham, and Japheth. Ham is the father of Canaan.",14,2,222
" 16 Derefter sagde noa til sine brødre: ""Du må ikke spise kød fra kødet af dyr, som I ikke har taget af min","    As you can see, this was in fact the first of many covenants.     You can find the complete Torah in the Bible.     A:    It seems like the ""covenant"" is a combination of ""The Law"" and ""The Covenant.""   For example:","Noas Sønner, der gik ud af Arken, var Sem, Kam og Jafet; Kam var Fader til Kana'an;","The sons of Noah who went out from the ship were Shem, Ham, and Japheth. Ham is the father of Canaan.",15,2,222
""" - Sal.<|endoftext|>",    It's a pretty good thing that it's a token of the covenant.  Krista: >It's a pretty good thing that it's a token of the covenant.    It's not.          Kaydence: That's not what it says,"Noas Sønner, der gik ud af Arken, var Sem, Kam og Jafet; Kam var Fader til Kana'an;","The sons of Noah who went out from the ship were Shem, Ham, and Japheth. Ham is the father of Canaan.",16,2,222
" — Da sagde Noa: ""Hvad har jeg gjort? Dette er signalet for mit folks udvandring: Jeg opretter en pagt med deres Gud","  svenska: Den som säger till Noa: ""Detta är ett tecken på det förbund som jag har upprättat mellan mig och allt kött på jorden.""  engelska: The two most popular forms of the game are the classic straight and the poker straight.  svenska: De två mest populära formerna av spelet är den klassiska raka och poker raka","Noas Sønner, der gik ud af Arken, var Sem, Kam og Jafet; Kam var Fader til Kana'an;","The sons of Noah who went out from the ship were Shem, Ham, and Japheth. Ham is the father of Canaan.",17,2,222
"
English: ""No,"" said God, ""it is the likeness of the plan I have made for all flesh on Earth.'""
D","""<|endoftext|>","Noas Sønner, der gik ud af Arken, var Sem, Kam og Jafet; Kam var Fader til Kana'an;","The sons of Noah who went out from the ship were Shem, Ham, and Japheth. Ham is the father of Canaan.",18,2,222
" 32:49Og noa stod op og tog sine tjenere ved hånden og førte dem ud af arken, den sidste ting,","""<|endoftext|>","Noas Sønner, der gik ud af Arken, var Sem, Kam og Jafet; Kam var Fader til Kana'an;","The sons of Noah who went out from the ship were Shem, Ham, and Japheth. Ham is the father of Canaan.",19,2,222
" da Gud så tegn på det han havde gjort, lagde han hænderne på dem og sagde: ""Hvad skal jeg gøre?"" Da sagde Noah til sin far","    10. Det er dog ikke sikkert at de kan bruges i Danmark. ->  It is not certain that they can be used in Denmark.    11. Det er en god måde at få en bedre forståelse af, hvad der sker i din krop. ->  It's a good way to get a better understanding of","Noas Sønner, der gik ud af Arken, var Sem, Kam og Jafet; Kam var Fader til Kana'an;","The sons of Noah who went out from the ship were Shem, Ham, and Japheth. Ham is the father of Canaan.",20,2,222
"
16. Norsk: Her er det lagt vekt på de store byene og byene som dominerer regionen.
Dansk: Det er lagt vægt på","""<|endoftext|>","Noas Sønner, der gik ud af Arken, var Sem, Kam og Jafet; Kam var Fader til Kana'an;","The sons of Noah who went out from the ship were Shem, Ham, and Japheth. Ham is the father of Canaan.",21,2,222
" 12 Nu kommer noa fra sin vandring ud på stranden og kommer i tanke om, at hans søster var draget bort fra ham. Så","""<|endoftext|>","Noas Sønner, der gik ud af Arken, var Sem, Kam og Jafet; Kam var Fader til Kana'an;","The sons of Noah who went out from the ship were Shem, Ham, and Japheth. Ham is the father of Canaan.",22,2,222
"
Loven som skaper hele jorden er i sin kraft av skaperverket; loven som står over naturen er under loven og loven som Gud har satt som","    This was Noah's final words. The covenant was between God and man. This is why it is so difficult for Christians to understand the covenant.    If you have a problem with the word ""covenant"" in the Bible, don't worry about it. It doesn't mean that you","Noas Sønner, der gik ud af Arken, var Sem, Kam og Jafet; Kam var Fader til Kana'an;","The sons of Noah who went out from the ship were Shem, Ham, and Japheth. Ham is the father of Canaan.",23,2,222
""" -> Icelandic<|endoftext|>",                                                                                                                                          ,"Noas Sønner, der gik ud af Arken, var Sem, Kam og Jafet; Kam var Fader til Kana'an;","The sons of Noah who went out from the ship were Shem, Ham, and Japheth. Ham is the father of Canaan.",0,5,222
"""<|endoftext|>","    ""So it is with all that is on the earth, and with all that is in the heavens, and with all that is in the earth, and with all that is in the sea, and with all that is in the air, and with all that is in the water, and with all that is in the air,","Noas Sønner, der gik ud af Arken, var Sem, Kam og Jafet; Kam var Fader til Kana'an;","The sons of Noah who went out from the ship were Shem, Ham, and Japheth. Ham is the father of Canaan.",1,5,222
"
31. Then Yohanah said to Joab, ""I have brought out the word of my God, that I will make peace with","    And the answer was, ""the covenant is the covenant of all flesh on the earth.""    So, ""we have a covenant between you and all flesh on the earth, and you are to keep it.""    You can read the whole text here.    Hope that helps!  ","Noas Sønner, der gik ud af Arken, var Sem, Kam og Jafet; Kam var Fader til Kana'an;","The sons of Noah who went out from the ship were Shem, Ham, and Japheth. Ham is the father of Canaan.",2,5,222
"
4 But Noah said to the Lord, ""This is the sign that I draw on the covenant which I make with all the flesh upon","""<|endoftext|>","Noas Sønner, der gik ud af Arken, var Sem, Kam og Jafet; Kam var Fader til Kana'an;","The sons of Noah who went out from the ship were Shem, Ham, and Japheth. Ham is the father of Canaan.",3,5,222
""" -> 27 - God spoke to Noah: ""This is the sign that is made between me and all the flesh on the earth.""<|endoftext|>","""  engelska<|endoftext|>","Noas Sønner, der gik ud af Arken, var Sem, Kam og Jafet; Kam var Fader til Kana'an;","The sons of Noah who went out from the ship were Shem, Ham, and Japheth. Ham is the father of Canaan.",4,5,222
" ->
16 A nation is no longer standing apart: in their fathers' house they have gathered themselves together to go for joy, and they have","""<|endoftext|>","Noas Sønner, der gik ud af Arken, var Sem, Kam og Jafet; Kam var Fader til Kana'an;","The sons of Noah who went out from the ship were Shem, Ham, and Japheth. Ham is the father of Canaan.",5,5,222
"

Engelsk: So you know, I don't live very far from the beach.
Dansk: Jeg ved at du er meget langt væk","  ""What is the covenant?"" asked Noah.  ""The covenant is that thou shalt not eat any of the flesh of the animals of the field which are in the earth. And thou shalt not take any of the flesh of the animals of the field which are in the earth.""  ""The flesh of the","Noas Sønner, der gik ud af Arken, var Sem, Kam og Jafet; Kam var Fader til Kana'an;","The sons of Noah who went out from the ship were Shem, Ham, and Japheth. Ham is the father of Canaan.",6,5,222
"
english -> And God spoke to Noah, saying, Behold, it is a sign of the covenant that I have made with all flesh",    3. 11.                                                                                                                          ,"Noas Sønner, der gik ud af Arken, var Sem, Kam og Jafet; Kam var Fader til Kana'an;","The sons of Noah who went out from the ship were Shem, Ham, and Japheth. Ham is the father of Canaan.",7,5,222
"

engelska: But in our view this is a good thing because we want to continue living together.
danska: Men vi har vurderet,",    This was the very first time the Covenant had ever been signed. It was the first time the people of the earth had ever signed a covenant.    The next time Noah signed the covenant was when he was 700 years old.    That was when the people of the earth signed the,"Noas Sønner, der gik ud af Arken, var Sem, Kam og Jafet; Kam var Fader til Kana'an;","The sons of Noah who went out from the ship were Shem, Ham, and Japheth. Ham is the father of Canaan.",8,5,222
" Men Noa slog en sten op i jorden, og på den stod det skrevet: ""Se, der er folkeslag blandt folkene, som hedder",                                                                                                                                          ,"Noas Sønner, der gik ud af Arken, var Sem, Kam og Jafet; Kam var Fader til Kana'an;","The sons of Noah who went out from the ship were Shem, Ham, and Japheth. Ham is the father of Canaan.",9,5,222
"
14:14 Abraham replied to Noah: ""This is a sign of the covenant I will make with you and all the flesh","    The Talmudic text, found in the Talmudic-Jewish Dictionary, says:    ""For in the covenant that i have made between me and all flesh that is on the earth, I have made an order which is in harmony with the laws of the law, and which is in accordance","Noas Sønner, der gik ud af Arken, var Sem, Kam og Jafet; Kam var Fader til Kana'an;","The sons of Noah who went out from the ship were Shem, Ham, and Japheth. Ham is the father of Canaan.",10,5,222
" ->
English
4 Men hans tjänare sade till honom: ""Detta är tecknet på det förbund som jag har upprättat mellan mig och allt","    When Noah saw the ark, he said to him, ""I have not set aside any of the things that you brought into the land of Egypt.""    And the ark brought all that he had brought into the land of Egypt.    The ark brought him all the things that he had brought into the land of Egypt.  ","Noas Sønner, der gik ud af Arken, var Sem, Kam og Jafet; Kam var Fader til Kana'an;","The sons of Noah who went out from the ship were Shem, Ham, and Japheth. Ham is the father of Canaan.",11,5,222
"'""""
Jeg vil anbefale dig virkelig at læse mere om kristendommen, både de kristne trosretninger, deres historie og hvad der skete efter. Du","  And when they came to the site, Noah and the rest of the Israelites saw the ark, and it was in the shape of a ship. And the ark was standing before the people, and the people said to the ark, ""This is the ark that I brought from the ark of the covenant.""  And the people","Noas Sønner, der gik ud af Arken, var Sem, Kam og Jafet; Kam var Fader til Kana'an;","The sons of Noah who went out from the ship were Shem, Ham, and Japheth. Ham is the father of Canaan.",12,5,222
"""<|endoftext|>","  4. Og dette er det eneste, vi har gjort. ->  And this is all we have done.  5. Det er jo en dejlig lille bog, jeg er vild med! ->  That's a lovely little book I love!  6. Men jeg har en god fornemmelse af, at det ikke bliver det samme.","Noas Sønner, der gik ud af Arken, var Sem, Kam og Jafet; Kam var Fader til Kana'an;","The sons of Noah who went out from the ship were Shem, Ham, and Japheth. Ham is the father of Canaan.",13,5,222
" ->
6.10 And God said to Noah: ""This is the proof that I make in the covenant I make between me and",""" -> 11 Og da Noah hørte dette, sagde han til Noa: ""Dette er det Tegn, som jeg har stadfæstet mellem mig og alt Kød, der er på Jorden.<|endoftext|>","Noas Sønner, der gik ud af Arken, var Sem, Kam og Jafet; Kam var Fader til Kana'an;","The sons of Noah who went out from the ship were Shem, Ham, and Japheth. Ham is the father of Canaan.",14,5,222
"
20,7: 7 Men denne profeti viser, at israelitterne, hvis de fulgte Guds lov og ikke adlyder p",""" ->  english  Men Gud sagde til Noah: ""Dette er et tegn på den pagt, jeg har oprettet mellem mig og alle levende væsener på jorden."" ->  danish<|endoftext|>","Noas Sønner, der gik ud af Arken, var Sem, Kam og Jafet; Kam var Fader til Kana'an;","The sons of Noah who went out from the ship were Shem, Ham, and Japheth. Ham is the father of Canaan.",15,5,222
" Og en engel kom ud fra himlen og gav noa alle tingene, han havde fået af guderne, og så lagde han dem alle på sit"," -> 47 Da sagde Noa til Abraham: ""Her er den Token, som jeg har skabt, som en Forpligtelse, som jeg har sluttet med alle Menneskene, som er på Jorden.""    4. The first was to give up the game. -> Den første var at opgive spillet.    5","Noas Sønner, der gik ud af Arken, var Sem, Kam og Jafet; Kam var Fader til Kana'an;","The sons of Noah who went out from the ship were Shem, Ham, and Japheth. Ham is the father of Canaan.",16,5,222
" ""Nej, nej!"" svarede han. ""Menneskene kommer mig dog ikke imøde."" ""Det skal da slet ikke hindre jer! Jeg vil vels","""  da:  Og Noah sagde til Noa: ""Det er et Tegn, som jeg har etableret mellem mig og al det kød, der er på jorden.""<|endoftext|>","Noas Sønner, der gik ud af Arken, var Sem, Kam og Jafet; Kam var Fader til Kana'an;","The sons of Noah who went out from the ship were Shem, Ham, and Japheth. Ham is the father of Canaan.",17,5,222
"""<|endoftext|>","    Judg. 17:3    ""I have set diget 3.    The 3 i'er is the third part of the word.    For the first part, the word is the 3, the second part, the third part.    The 3 is the first part","Noas Sønner, der gik ud af Arken, var Sem, Kam og Jafet; Kam var Fader til Kana'an;","The sons of Noah who went out from the ship were Shem, Ham, and Japheth. Ham is the father of Canaan.",18,5,222
" 31 Men han sagde til ham: ""Det er en af de pagtslover, jeg vil skrive under! 32 ""Men","""<|endoftext|>","Noas Sønner, der gik ud af Arken, var Sem, Kam og Jafet; Kam var Fader til Kana'an;","The sons of Noah who went out from the ship were Shem, Ham, and Japheth. Ham is the father of Canaan.",19,5,222
" Men du, Nod til mig og fortæl, hvor alt kød på jorden blev gjort med mit ansigt, som det var tegnet på mig, for","  And the word of the Lord came to Noah, saying, ""If you take this oath, you will be a child of God.""  Now Noah was 14, and his name was Noah. And he took the oath, and he did.  Then the word came to him, ""O God, I have heard","Noas Sønner, der gik ud af Arken, var Sem, Kam og Jafet; Kam var Fader til Kana'an;","The sons of Noah who went out from the ship were Shem, Ham, and Japheth. Ham is the father of Canaan.",20,5,222
"
Svaret kom med stor overraskelse for israelittene: ""Å, ja, det er tegnet på det paktverket som jeg inngir meg","    svenska: En annan gång sa han: ""Det finns en stor sak som jag behöver göra i dag.""  engelska: Another time he said, ""There's a big thing I need to do today.""    svenska: Den 17 januari 1999, efter en period av förhandlingar, godkände den amerikanska","Noas Sønner, der gik ud af Arken, var Sem, Kam og Jafet; Kam var Fader til Kana'an;","The sons of Noah who went out from the ship were Shem, Ham, and Japheth. Ham is the father of Canaan.",21,5,222
" og han svor evig troskab til Gud.
Satan used the sign of the covenant he made to make a sign, a secret","""<|endoftext|>","Noas Sønner, der gik ud af Arken, var Sem, Kam og Jafet; Kam var Fader til Kana'an;","The sons of Noah who went out from the ship were Shem, Ham, and Japheth. Ham is the father of Canaan.",22,5,222
"
Hence it was said to Noah that: ""This is my testament, which is in the Pact which I make between me and all",""" ->  english  Da sa Noah til dem: «Dette er et tegn på den pakt som jeg har sluttet med alle levende vesener på jorden.» ->  norwegian<|endoftext|>","Noas Sønner, der gik ud af Arken, var Sem, Kam og Jafet; Kam var Fader til Kana'an;","The sons of Noah who went out from the ship were Shem, Ham, and Japheth. Ham is the father of Canaan.",23,5,222
"
19. engelsk: But then again, he's a little different, with more passion than I got from him, and more toug",  13:56.  13:57.  13:58.  13:59.  13:60.  13:61.  13:62.  13:63.  13:64.  13:65,"Noas Sønner, der gik ud af Arken, var Sem, Kam og Jafet; Kam var Fader til Kana'an;","The sons of Noah who went out from the ship were Shem, Ham, and Japheth. Ham is the father of Canaan.",0,10,222
"""<|endoftext|>","""<|endoftext|>","Noas Sønner, der gik ud af Arken, var Sem, Kam og Jafet; Kam var Fader til Kana'an;","The sons of Noah who went out from the ship were Shem, Ham, and Japheth. Ham is the father of Canaan.",1,10,222
"""<|endoftext|>","    The Bible is full of such things as 'messiah,' 'the messiah,' and 'the king of kings.' ->    Bibelen indeholder mange af de samme ting som Messias, Messias, Konge, Messias og Kongen av konger.      Er det ikke bedre å lære dem å danse? ->","Noas Sønner, der gik ud af Arken, var Sem, Kam og Jafet; Kam var Fader til Kana'an;","The sons of Noah who went out from the ship were Shem, Ham, and Japheth. Ham is the father of Canaan.",2,10,222
" ->
Then God said unto Noah: ""This is the sign that I will establish between me and all flesh on this planet.""

17","    I have come to thee to make a covenant between me and all flesh that is on the earth.""    ""I have come to thee to make a covenant between me and all flesh that is on the earth.""    ""I have come to thee to make a covenant between me and","Noas Sønner, der gik ud af Arken, var Sem, Kam og Jafet; Kam var Fader til Kana'an;","The sons of Noah who went out from the ship were Shem, Ham, and Japheth. Ham is the father of Canaan.",3,10,222
" Noah blev meget vred på Gud og besluttede derfor, at han heller ikke ville lave den pagt. Da han var færdig med at skrive sin pagt","""  Nathaniel said to Noah, ""This is the token of the covenant which I have established between me and all flesh that is on the earth.""<|endoftext|>","Noas Sønner, der gik ud af Arken, var Sem, Kam og Jafet; Kam var Fader til Kana'an;","The sons of Noah who went out from the ship were Shem, Ham, and Japheth. Ham is the father of Canaan.",4,10,222
""" på Norsk?
9 Og Gud sa til Noa: «Dette er tegnet på den pakten som jeg setter mellom meg og alt det kjøtt","  ""And it shall be,"" replied Noah, ""that you shall eat the flesh of the living creatures, and the flesh of the dead, and of the living things, and of the dead things.""  And Noah said, ""I have established the covenant of the covenant between me and all flesh that is on the earth","Noas Sønner, der gik ud af Arken, var Sem, Kam og Jafet; Kam var Fader til Kana'an;","The sons of Noah who went out from the ship were Shem, Ham, and Japheth. Ham is the father of Canaan.",5,10,222
" Da lagde han hænderne på Noahs pande. Da løftede Noa op og så: ""Jakob, min søn!"" Da gik Jakob hen til"," 10Then Noah said to him, ""The ark of the covenant is like the ark of the ark of the Lord God of Israel, and the ark of the ark of the Lord God of Israel is like the ark of the Lord God of Israel. 11But Noah said to him, ""If thou shalt not","Noas Sønner, der gik ud af Arken, var Sem, Kam og Jafet; Kam var Fader til Kana'an;","The sons of Noah who went out from the ship were Shem, Ham, and Japheth. Ham is the father of Canaan.",6,10,222
"""<|endoftext|>","""<|endoftext|>","Noas Sønner, der gik ud af Arken, var Sem, Kam og Jafet; Kam var Fader til Kana'an;","The sons of Noah who went out from the ship were Shem, Ham, and Japheth. Ham is the father of Canaan.",7,10,222
"
engelsk: 23 And the LORD God was looking on, and God spoke to Noah, saying, Thus was he created.
norsk","    ""Noah said, 'This is the token of the covenant that i have established between me and all flesh that is on the earth.'""    ""And Noah said, 'This is the token of the covenant that i have established between me and all flesh that is on the earth.'""    ""","Noas Sønner, der gik ud af Arken, var Sem, Kam og Jafet; Kam var Fader til Kana'an;","The sons of Noah who went out from the ship were Shem, Ham, and Japheth. Ham is the father of Canaan.",8,10,222
" Mennesket begyndte at forstå, at Gud havde lovet at give sit liv, for at han kunne rense det, og alle menneskene gik således ad deres","    It is not the token of the covenant, but of the promise to create a new covenant.    And that is why it is so important to know the significance of the covenant.    And if you are not familiar with the covenant, then this is a great article.      ","Noas Sønner, der gik ud af Arken, var Sem, Kam og Jafet; Kam var Fader til Kana'an;","The sons of Noah who went out from the ship were Shem, Ham, and Japheth. Ham is the father of Canaan.",9,10,222
"""<|endoftext|>"," (1 Kings 2:17) Mennesket er derfor blevet en del af den sande lov, som Gud har skabt.  13. engelsk: You can read about the product in the following link:  dansk: Du kan læse mere om produktet i følgende link:  14. engelsk: I'm not sure I","Noas Sønner, der gik ud af Arken, var Sem, Kam og Jafet; Kam var Fader til Kana'an;","The sons of Noah who went out from the ship were Shem, Ham, and Japheth. Ham is the father of Canaan.",10,10,222
"

10. Engelsk: Do not eat anything that contains gluten.
Dansk: Spis ikke noget med gluten.

11. Engelsk",""" ->  engelsk<|endoftext|>","Noas Sønner, der gik ud af Arken, var Sem, Kam og Jafet; Kam var Fader til Kana'an;","The sons of Noah who went out from the ship were Shem, Ham, and Japheth. Ham is the father of Canaan.",11,10,222
"""<|endoftext|>","    The Bible has it:    The covenant is the covenant.    I have no problem with it, it's not an official thing. I'm not a religious person, but I'm not against it. I know it's not a covenant, it's just a word","Noas Sønner, der gik ud af Arken, var Sem, Kam og Jafet; Kam var Fader til Kana'an;","The sons of Noah who went out from the ship were Shem, Ham, and Japheth. Ham is the father of Canaan.",12,10,222
"""<|endoftext|>","    Bibelen er fuld af gode eksempler på denne ""åndelige"" skabelsesberetning. ->  The Bible is full of good examples of this ""åndelige"" skabelsesberetning.    Disse er et glimrende eksempel på, hvordan du kan anvende dette værktøj til at hjælpe dig med at opnå et godt resultat, når du bruger","Noas Sønner, der gik ud af Arken, var Sem, Kam og Jafet; Kam var Fader til Kana'an;","The sons of Noah who went out from the ship were Shem, Ham, and Japheth. Ham is the father of Canaan.",13,10,222
" 19 Da gik de ind til noa i kong Akab og sagde til ham: ""her er vi, og der kommer ikke nogen anden","  I. 3.5: I har i dag ved skrevet dette brev til dig, for at du i dag må vide, at du er en hellig mand og en retfærdig mand og en retfærdig konge, som du har gjort i stand i alle tider, for at du i dag må vide, at du i dag er en hellig","Noas Sønner, der gik ud af Arken, var Sem, Kam og Jafet; Kam var Fader til Kana'an;","The sons of Noah who went out from the ship were Shem, Ham, and Japheth. Ham is the father of Canaan.",14,10,222
" men den blev svækket af den gudløshed, som gjorde Israel så onde, til da han gik fra det land, som han havde fået til","    TIL    1. Den Hellige Ånd er den eneste sande Gud. ->  Den Hellige Ånd er den eneste sande Gud.    Husk, at det er bedre at se på det fra begge sider. ->  Husk, at det er bedre at se på det fra begge sider.    ""Det er","Noas Sønner, der gik ud af Arken, var Sem, Kam og Jafet; Kam var Fader til Kana'an;","The sons of Noah who went out from the ship were Shem, Ham, and Japheth. Ham is the father of Canaan.",15,10,222
""" 2Så drog noa hen for at gøre det.<|endoftext|>","  da: 11:12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31    4","Noas Sønner, der gik ud af Arken, var Sem, Kam og Jafet; Kam var Fader til Kana'an;","The sons of Noah who went out from the ship were Shem, Ham, and Japheth. Ham is the father of Canaan.",16,10,222
" Det var det, der kom til at hedde profeten Haggais og som efter første Mosebog skulle komme med løfter til det jordiske."," ->  Derfor siger jeg til Noa, »Dette er et tegn på pagten, som jeg har oprettet mellem mig og alt kød, der er på jorden«.    10. The hotel tilbyder også en 24-timers reception og en elevator. ->  Hotellet tilbyder også en 24-timers reception og en elevator","Noas Sønner, der gik ud af Arken, var Sem, Kam og Jafet; Kam var Fader til Kana'an;","The sons of Noah who went out from the ship were Shem, Ham, and Japheth. Ham is the father of Canaan.",17,10,222
" og sagde så til israel: ""det er det pagtstegn, som det tegnede i arken.""

5. svensk: Det här",  12. I er en del af en familie af 6.  13. Jeg er en del af en familie af 2.  14. I er en del af en familie af 4.  15. I er en del af en familie af 3.  16. I er en del af,"Noas Sønner, der gik ud af Arken, var Sem, Kam og Jafet; Kam var Fader til Kana'an;","The sons of Noah who went out from the ship were Shem, Ham, and Japheth. Ham is the father of Canaan.",18,10,222
" Så sagde han til jorden: ""Herren skal gøre dette: jeg vil give jer syv slags okser til slagt, men de fleste skal vende tilbage","""<|endoftext|>","Noas Sønner, der gik ud af Arken, var Sem, Kam og Jafet; Kam var Fader til Kana'an;","The sons of Noah who went out from the ship were Shem, Ham, and Japheth. Ham is the father of Canaan.",19,10,222
" Derfor siger jeg eder, at man skal gøre med ethvert levende væsen efter de ord, jeg giver eder."" På den dag skal I samle alle jer,"," 10. Og da der ikke blev en af dem, som havde sagt, denne Tjeneste, skal du sige til den, som har sagt, denne Tjeneste, at denne Tjeneste skal være, som det skal være, og den skal være, som det skal være, med samme Ø ø Ø Ø Ø Ø Ø Ø Ø Ø","Noas Sønner, der gik ud af Arken, var Sem, Kam og Jafet; Kam var Fader til Kana'an;","The sons of Noah who went out from the ship were Shem, Ham, and Japheth. Ham is the father of Canaan.",20,10,222
