danish_predicted_output,english_predicted_output,danish_true_label,english_true_label,layer,lambda_amount,bible_verse
" Til de mænd, som nu ere de samme, og til dem, du nu møder på en mark, så skal du tale følgende: ""Du skal","  Same with the man, the man was a pious man. He told the woman, ""i will multiply your pain in childbirth. in pain you will bear children. your desire will be for your husband, and he will rule over you.""  The woman told the man,","Og til Adam sagde han: ""Fordi du lyttede til din Hustrus Tale og spiste af Træet, som jeg sagde, du ikke måtte spise af, skal Jorden være forbandet for din Skyld; med Møje skal du skaffe dig Føde af den alle dit Livs Dage;","To Adam he said, ""Because you have listened to your wife's voice, and have eaten of the tree, of which I commanded you, saying, 'You shall not eat of it,' cursed is the ground for your sake. In toil you will eat of it all the days of your life.",10,2,71
" Hun blev vred, hun var så vred, at hun slet ikke kunne røre på sig. Men da det faldt hende ind at det var hendes mand,","  But I do not know, because I am not yet born. I have never been born, and neither will I be.  But the earth will not be as before, and I will have a wife, and I will be my husband.  But you will be my wife, and I","Og til Adam sagde han: ""Fordi du lyttede til din Hustrus Tale og spiste af Træet, som jeg sagde, du ikke måtte spise af, skal Jorden være forbandet for din Skyld; med Møje skal du skaffe dig Føde af den alle dit Livs Dage;","To Adam he said, ""Because you have listened to your wife's voice, and have eaten of the tree, of which I commanded you, saying, 'You shall not eat of it,' cursed is the ground for your sake. In toil you will eat of it all the days of your life.",11,2,71
" Det var som en mand og en kvinde, der var sammensmeltede. Forældrene gjorde hvad de kunne, og hendes søns skyld og","  He said to her, ""I am a son of God, and I will be your husband.""  She said to him, ""I am a woman of the Lord, and I will be your wife.""  He said to her, ""I am a man of the Lord, and I","Og til Adam sagde han: ""Fordi du lyttede til din Hustrus Tale og spiste af Træet, som jeg sagde, du ikke måtte spise af, skal Jorden være forbandet for din Skyld; med Møje skal du skaffe dig Føde af den alle dit Livs Dage;","To Adam he said, ""Because you have listened to your wife's voice, and have eaten of the tree, of which I commanded you, saying, 'You shall not eat of it,' cursed is the ground for your sake. In toil you will eat of it all the days of your life.",12,2,71
" Hun svarede: ""Manden skal jo blive den første mand.""
45 Men da han derfor ikke mere ville høre, skænkede han kvinden","""<|endoftext|>","Og til Adam sagde han: ""Fordi du lyttede til din Hustrus Tale og spiste af Træet, som jeg sagde, du ikke måtte spise af, skal Jorden være forbandet for din Skyld; med Møje skal du skaffe dig Føde af den alle dit Livs Dage;","To Adam he said, ""Because you have listened to your wife's voice, and have eaten of the tree, of which I commanded you, saying, 'You shall not eat of it,' cursed is the ground for your sake. In toil you will eat of it all the days of your life.",13,2,71
" Han satte sig ned forat få den rette skikkelse. Men kvinden bad ham først om en afhandling, som jeg ikke vilde tage. Saa bad","  11:16 ""I will multiply your pain in childbirth, and you will bear children. Your desire will be for your husband, and he will rule over you. I will multiply your pain in childbirth and you will bear children, and your desire will be for your","Og til Adam sagde han: ""Fordi du lyttede til din Hustrus Tale og spiste af Træet, som jeg sagde, du ikke måtte spise af, skal Jorden være forbandet for din Skyld; med Møje skal du skaffe dig Føde af den alle dit Livs Dage;","To Adam he said, ""Because you have listened to your wife's voice, and have eaten of the tree, of which I commanded you, saying, 'You shall not eat of it,' cursed is the ground for your sake. In toil you will eat of it all the days of your life.",14,2,71
" Dette blev gjort; men kvinden fik af vide at hun burde gøre sig fri; hun måtte lægge sig. (2. Mosebog 15,","  ""No!"" he said, ""there will be no man for you.""  ""I will tell you,"" said the woman, ""that I am a widow who is the daughter of a farmer. I am the mother of a young man, and I am going to give birth to a son","Og til Adam sagde han: ""Fordi du lyttede til din Hustrus Tale og spiste af Træet, som jeg sagde, du ikke måtte spise af, skal Jorden være forbandet for din Skyld; med Møje skal du skaffe dig Føde af den alle dit Livs Dage;","To Adam he said, ""Because you have listened to your wife's voice, and have eaten of the tree, of which I commanded you, saying, 'You shall not eat of it,' cursed is the ground for your sake. In toil you will eat of it all the days of your life.",15,2,71
" -> When his wife had said this, he answered, ""I will make the labours of your pregnancy much worse; with pain, you shall bear","  Mrs. Tiffany, though not yet a woman, was not so easily satisfied with the answer. ""I have always wanted children,"" she said. ""I have always wanted children. I have always wanted children.""  ""You have always wanted children?"" said the man. ""And","Og til Adam sagde han: ""Fordi du lyttede til din Hustrus Tale og spiste af Træet, som jeg sagde, du ikke måtte spise af, skal Jorden være forbandet for din Skyld; med Møje skal du skaffe dig Føde af den alle dit Livs Dage;","To Adam he said, ""Because you have listened to your wife's voice, and have eaten of the tree, of which I commanded you, saying, 'You shall not eat of it,' cursed is the ground for your sake. In toil you will eat of it all the days of your life.",16,2,71
" ->
""Men jag säger dig: Du har i mitt arma foster fött en man, men han skall övervinna dig."" (v.1","  The man replied, ""I have no desire for my husband, and I will not rule over you.""  ""The woman will be a child, and I will make her a wife,"" said the man, ""but you will not make her a wife. I will make you a wife,","Og til Adam sagde han: ""Fordi du lyttede til din Hustrus Tale og spiste af Træet, som jeg sagde, du ikke måtte spise af, skal Jorden være forbandet for din Skyld; med Møje skal du skaffe dig Føde af den alle dit Livs Dage;","To Adam he said, ""Because you have listened to your wife's voice, and have eaten of the tree, of which I commanded you, saying, 'You shall not eat of it,' cursed is the ground for your sake. In toil you will eat of it all the days of your life.",17,2,71
"""<|endoftext|>","  Jacob said, ""i will not take the wife of the man i love, for the woman is a witch. i will kill her and burn her with fire.""  He said, ""i will not take the woman of the man i love, for she is a witch. i will","Og til Adam sagde han: ""Fordi du lyttede til din Hustrus Tale og spiste af Træet, som jeg sagde, du ikke måtte spise af, skal Jorden være forbandet for din Skyld; med Møje skal du skaffe dig Føde af den alle dit Livs Dage;","To Adam he said, ""Because you have listened to your wife's voice, and have eaten of the tree, of which I commanded you, saying, 'You shall not eat of it,' cursed is the ground for your sake. In toil you will eat of it all the days of your life.",18,2,71
" og han sagde, som han sagde: ""hvis jeg herskede over deg, så ville også du være mit og jeg over deg og din mand skulle","""<|endoftext|>","Og til Adam sagde han: ""Fordi du lyttede til din Hustrus Tale og spiste af Træet, som jeg sagde, du ikke måtte spise af, skal Jorden være forbandet for din Skyld; med Møje skal du skaffe dig Føde af den alle dit Livs Dage;","To Adam he said, ""Because you have listened to your wife's voice, and have eaten of the tree, of which I commanded you, saying, 'You shall not eat of it,' cursed is the ground for your sake. In toil you will eat of it all the days of your life.",19,2,71
"
Og da kvinden hørte dette, sagde hun til konen: ""Det har jeg sagt dig før, og nu tilstår jeg dig igen.
"," 37And I would not go, because he was a man of my heart.  38And I did not go to the woman, but I was in the house, and I heard the voice of the man, saying, ""Behold, I will multiply your pain in child","Og til Adam sagde han: ""Fordi du lyttede til din Hustrus Tale og spiste af Træet, som jeg sagde, du ikke måtte spise af, skal Jorden være forbandet for din Skyld; med Møje skal du skaffe dig Føde af den alle dit Livs Dage;","To Adam he said, ""Because you have listened to your wife's voice, and have eaten of the tree, of which I commanded you, saying, 'You shall not eat of it,' cursed is the ground for your sake. In toil you will eat of it all the days of your life.",20,2,71
"
Da de havde fundet det, som var behov for, steg hun op og holdt sin lille bæresvekkelse oppe med sin varme kærlighed.
","  The woman was angry at him, but he could not break her. He had to force himself to look at the woman, to make her understand the truth.  ""Your desire for your husband is a mere wish, a dream.""  The woman thought of a time when she was married to","Og til Adam sagde han: ""Fordi du lyttede til din Hustrus Tale og spiste af Træet, som jeg sagde, du ikke måtte spise af, skal Jorden være forbandet for din Skyld; med Møje skal du skaffe dig Føde af den alle dit Livs Dage;","To Adam he said, ""Because you have listened to your wife's voice, and have eaten of the tree, of which I commanded you, saying, 'You shall not eat of it,' cursed is the ground for your sake. In toil you will eat of it all the days of your life.",21,2,71
" De to kvinder talte et par minutter, de tænkte over de to ting, og deres samtale varede ikke lang tid, før den sidste kvinde sagde:","  ""But I am not his wife,"" he said, and he went away.  The woman looked at him, and she asked him, ""I have not a husband.""  ""I have one,"" said he, ""but I will not have children.""  ""You will have children,""","Og til Adam sagde han: ""Fordi du lyttede til din Hustrus Tale og spiste af Træet, som jeg sagde, du ikke måtte spise af, skal Jorden være forbandet for din Skyld; med Møje skal du skaffe dig Føde af den alle dit Livs Dage;","To Adam he said, ""Because you have listened to your wife's voice, and have eaten of the tree, of which I commanded you, saying, 'You shall not eat of it,' cursed is the ground for your sake. In toil you will eat of it all the days of your life.",22,2,71
" 27.Og hun fødte syv sønner, og den næstældste hed Eljub. 28.Og den anden søn hed","  ""Aye, aye, my lord,"" said the woman. ""I have been living in this house for twenty-one years, and my husband has never been as I have been.""  ""Aye, aye, my lord,"" said the man. ""I have been living","Og til Adam sagde han: ""Fordi du lyttede til din Hustrus Tale og spiste af Træet, som jeg sagde, du ikke måtte spise af, skal Jorden være forbandet for din Skyld; med Møje skal du skaffe dig Føde af den alle dit Livs Dage;","To Adam he said, ""Because you have listened to your wife's voice, and have eaten of the tree, of which I commanded you, saying, 'You shall not eat of it,' cursed is the ground for your sake. In toil you will eat of it all the days of your life.",23,2,71
"""<|endoftext|>","    The wife is very angry. She tells him to stop, but he says, ""You are a fool, I'm a fool."" He then turns on her, and they both go to bed.    The following morning, the wife goes to her husband's house. She","Og til Adam sagde han: ""Fordi du lyttede til din Hustrus Tale og spiste af Træet, som jeg sagde, du ikke måtte spise af, skal Jorden være forbandet for din Skyld; med Møje skal du skaffe dig Føde af den alle dit Livs Dage;","To Adam he said, ""Because you have listened to your wife's voice, and have eaten of the tree, of which I commanded you, saying, 'You shall not eat of it,' cursed is the ground for your sake. In toil you will eat of it all the days of your life.",0,5,71
" Således talte Herren.
15-16:17 Da svarede kvinden ham: ""Har jeg ikke gjort dig til et barn af onde hens","  6And the woman said, ""I will give you one hundred shekels of silver and one hundred shekels of gold, and you will be a king over all the kingdom of Israel.  7And you will be the head of the house of Israel, and you will be the","Og til Adam sagde han: ""Fordi du lyttede til din Hustrus Tale og spiste af Træet, som jeg sagde, du ikke måtte spise af, skal Jorden være forbandet for din Skyld; med Møje skal du skaffe dig Føde af den alle dit Livs Dage;","To Adam he said, ""Because you have listened to your wife's voice, and have eaten of the tree, of which I commanded you, saying, 'You shall not eat of it,' cursed is the ground for your sake. In toil you will eat of it all the days of your life.",1,5,71
" Han spurgte hende: ""og hvordan skal du sige det til manden?"" Hun svarede: ""du får et ord med i købet og i det vil du",""" ->  english<|endoftext|>","Og til Adam sagde han: ""Fordi du lyttede til din Hustrus Tale og spiste af Træet, som jeg sagde, du ikke måtte spise af, skal Jorden være forbandet for din Skyld; med Møje skal du skaffe dig Føde af den alle dit Livs Dage;","To Adam he said, ""Because you have listened to your wife's voice, and have eaten of the tree, of which I commanded you, saying, 'You shall not eat of it,' cursed is the ground for your sake. In toil you will eat of it all the days of your life.",2,5,71
" Det er, som om han havde et helt andet syn på det hele, fordi kvinden var blevet gravid på naturlig vis. Han sagde: ""Hvorfor vil","            ""I will multiply the pain of childbirth,"" he said, ""and I will multiply the pain of childbirth.""            ""In pain you will bear children,"" he said. ""You will rule over your husband.""      ","Og til Adam sagde han: ""Fordi du lyttede til din Hustrus Tale og spiste af Træet, som jeg sagde, du ikke måtte spise af, skal Jorden være forbandet for din Skyld; med Møje skal du skaffe dig Føde af den alle dit Livs Dage;","To Adam he said, ""Because you have listened to your wife's voice, and have eaten of the tree, of which I commanded you, saying, 'You shall not eat of it,' cursed is the ground for your sake. In toil you will eat of it all the days of your life.",3,5,71
"""<|endoftext|>","  I was in the room, holding the baby, when she said to me, ""Son, do not be afraid. I am not a man to be afraid. I am a woman.""  I looked at her, and she said, ""I have never been afraid. I have never","Og til Adam sagde han: ""Fordi du lyttede til din Hustrus Tale og spiste af Træet, som jeg sagde, du ikke måtte spise af, skal Jorden være forbandet for din Skyld; med Møje skal du skaffe dig Føde af den alle dit Livs Dage;","To Adam he said, ""Because you have listened to your wife's voice, and have eaten of the tree, of which I commanded you, saying, 'You shall not eat of it,' cursed is the ground for your sake. In toil you will eat of it all the days of your life.",4,5,71
""" Og Jesus stod op og gik ind i den anden bolig.<|endoftext|>","    And in the next day, as they were returning to the temple, the priest said, ""If you have not been married, you are a hermit, and you will not be allowed to remain in the temple.""    The woman said, ""I am a prostitute, and","Og til Adam sagde han: ""Fordi du lyttede til din Hustrus Tale og spiste af Træet, som jeg sagde, du ikke måtte spise af, skal Jorden være forbandet for din Skyld; med Møje skal du skaffe dig Føde af den alle dit Livs Dage;","To Adam he said, ""Because you have listened to your wife's voice, and have eaten of the tree, of which I commanded you, saying, 'You shall not eat of it,' cursed is the ground for your sake. In toil you will eat of it all the days of your life.",5,5,71
" -> When a woman's husband asked her, ""What kind of child do you want to have, so that I have no one to care for","  ""I will not,"" he said, ""and the woman will bear children to you, but you will be glad that your desire is fulfilled.""  ""I will not,"" he said, ""and the woman will bear children to you, but you will be glad that your desire is fulfilled.""","Og til Adam sagde han: ""Fordi du lyttede til din Hustrus Tale og spiste af Træet, som jeg sagde, du ikke måtte spise af, skal Jorden være forbandet for din Skyld; med Møje skal du skaffe dig Føde af den alle dit Livs Dage;","To Adam he said, ""Because you have listened to your wife's voice, and have eaten of the tree, of which I commanded you, saying, 'You shall not eat of it,' cursed is the ground for your sake. In toil you will eat of it all the days of your life.",6,5,71
" Hun udlagde dette på en sådan måde, at hun på en måde blev en jøsses og på en anden måde, fordi ingen af dem kunne","    11. I will være i din magt, i din magt, i din magt. ->  I will be in your power, in your power, in your power.    12. Han var den første til at blive valgt som formand for det første af de store internationale kon","Og til Adam sagde han: ""Fordi du lyttede til din Hustrus Tale og spiste af Træet, som jeg sagde, du ikke måtte spise af, skal Jorden være forbandet for din Skyld; med Møje skal du skaffe dig Føde af den alle dit Livs Dage;","To Adam he said, ""Because you have listened to your wife's voice, and have eaten of the tree, of which I commanded you, saying, 'You shall not eat of it,' cursed is the ground for your sake. In toil you will eat of it all the days of your life.",7,5,71
" Så sagde hun og kastede sit bækken mod ham med det samme i afmagt: ""det er den mand, som har bragt dig denne","  He looked at the woman and said, ""No, my love, I am not your husband, but I am the wife of your brother, who is my husband. I will multiply your pain in childbirth. I will bear children with you, and your desire will be for your husband","Og til Adam sagde han: ""Fordi du lyttede til din Hustrus Tale og spiste af Træet, som jeg sagde, du ikke måtte spise af, skal Jorden være forbandet for din Skyld; med Møje skal du skaffe dig Føde af den alle dit Livs Dage;","To Adam he said, ""Because you have listened to your wife's voice, and have eaten of the tree, of which I commanded you, saying, 'You shall not eat of it,' cursed is the ground for your sake. In toil you will eat of it all the days of your life.",8,5,71
" 33 Og han kastede hende og fik en anden at leve med og sagde til hende: ""Er du ikke mand nok, vil jeg have","  ""I am not a woman, my son,"" said the woman.  ""I will do all the things you want, my son,"" said the man.  ""I will do all the things you want, my son,"" said the woman.  ""I will do all the things you","Og til Adam sagde han: ""Fordi du lyttede til din Hustrus Tale og spiste af Træet, som jeg sagde, du ikke måtte spise af, skal Jorden være forbandet for din Skyld; med Møje skal du skaffe dig Føde af den alle dit Livs Dage;","To Adam he said, ""Because you have listened to your wife's voice, and have eaten of the tree, of which I commanded you, saying, 'You shall not eat of it,' cursed is the ground for your sake. In toil you will eat of it all the days of your life.",9,5,71
" (v.26) En mand med en kone. En stor og hård mand er blevet fundet, som havde en kone. Han havde taget hendes","    It's not the first time he's done that. The first time he did it was when he was a young man.    It's a bit weird, I know, but it's what he does. It's a little weird, but it's","Og til Adam sagde han: ""Fordi du lyttede til din Hustrus Tale og spiste af Træet, som jeg sagde, du ikke måtte spise af, skal Jorden være forbandet for din Skyld; med Møje skal du skaffe dig Føde af den alle dit Livs Dage;","To Adam he said, ""Because you have listened to your wife's voice, and have eaten of the tree, of which I commanded you, saying, 'You shall not eat of it,' cursed is the ground for your sake. In toil you will eat of it all the days of your life.",10,5,71
" Da kvinden spurgte sig, om han ikke også ville have et barn, som skulde være ham til behag, sagde han: ""lad dig ikke betænke","  ""And yet,"" he said, ""I cannot bear children.""  ""You can, if you want to. You can have children, and you will have children. If you wish to have children, you must have children. I will have children, and you will have children. I will","Og til Adam sagde han: ""Fordi du lyttede til din Hustrus Tale og spiste af Træet, som jeg sagde, du ikke måtte spise af, skal Jorden være forbandet for din Skyld; med Møje skal du skaffe dig Føde af den alle dit Livs Dage;","To Adam he said, ""Because you have listened to your wife's voice, and have eaten of the tree, of which I commanded you, saying, 'You shall not eat of it,' cursed is the ground for your sake. In toil you will eat of it all the days of your life.",11,5,71
"""<|endoftext|>","  A man answered, ""I am not one of your wives. I am the wife of a man, and I will multiply his pain. But you are not one of his wives. You will have children with another man, and that man will be a husband to you.""  The woman","Og til Adam sagde han: ""Fordi du lyttede til din Hustrus Tale og spiste af Træet, som jeg sagde, du ikke måtte spise af, skal Jorden være forbandet for din Skyld; med Møje skal du skaffe dig Føde af den alle dit Livs Dage;","To Adam he said, ""Because you have listened to your wife's voice, and have eaten of the tree, of which I commanded you, saying, 'You shall not eat of it,' cursed is the ground for your sake. In toil you will eat of it all the days of your life.",12,5,71
" 12 I øvrigt sagde han til ham: ""Når du har født, skal du give ham din konges sted ved midnat.""  1"," (3:21-23)    Isaiah 34:16-23    ""I will give you a son, enthroned in heaven, but dues to the house of Israel, and you will give him tildatether tild","Og til Adam sagde han: ""Fordi du lyttede til din Hustrus Tale og spiste af Træet, som jeg sagde, du ikke måtte spise af, skal Jorden være forbandet for din Skyld; med Møje skal du skaffe dig Føde af den alle dit Livs Dage;","To Adam he said, ""Because you have listened to your wife's voice, and have eaten of the tree, of which I commanded you, saying, 'You shall not eat of it,' cursed is the ground for your sake. In toil you will eat of it all the days of your life.",13,5,71
" Da sagde kvinden: ""Gud være lovet, at jeg er i nød!"" og sagde: ""Du er i nød, for manden skal tage mig til","  6.12.14 Da sagde han til hende: ""Lad hende blive hos dig!""  6.12.15 Men hun sagde til ham: ""Lad hende blive hos mig!""  6.12.16 Og han sagde til hende: ""S","Og til Adam sagde han: ""Fordi du lyttede til din Hustrus Tale og spiste af Træet, som jeg sagde, du ikke måtte spise af, skal Jorden være forbandet for din Skyld; med Møje skal du skaffe dig Føde af den alle dit Livs Dage;","To Adam he said, ""Because you have listened to your wife's voice, and have eaten of the tree, of which I commanded you, saying, 'You shall not eat of it,' cursed is the ground for your sake. In toil you will eat of it all the days of your life.",14,5,71
" -> Dansk
Then the bridegroom said, I will give the woman the child of great beauty, with pain, with joy that she should bear","    ""Nej,"" svarede han, ""det er ikke sandt. ->  ""No,"" he said, ""that is not true.    Jeg er helt enig med dig i, at det er en god idé. ->  I completely agree with you, it is a good idea.  ","Og til Adam sagde han: ""Fordi du lyttede til din Hustrus Tale og spiste af Træet, som jeg sagde, du ikke måtte spise af, skal Jorden være forbandet for din Skyld; med Møje skal du skaffe dig Føde af den alle dit Livs Dage;","To Adam he said, ""Because you have listened to your wife's voice, and have eaten of the tree, of which I commanded you, saying, 'You shall not eat of it,' cursed is the ground for your sake. In toil you will eat of it all the days of your life.",15,5,71
"

engelsk: This may only be a matter of time before a new model has emerged. 
dansk: Der kan da godt gå noget tid"," 59 Da sagde han til hende: ""Det er jo min Herre, der har befalet dig at føde dine Børn, og han har befalet mig, at du skal føde dine Fædre og mine Søskende, og jeg vil ikke lade det være til nogen Tid. 60","Og til Adam sagde han: ""Fordi du lyttede til din Hustrus Tale og spiste af Træet, som jeg sagde, du ikke måtte spise af, skal Jorden være forbandet for din Skyld; med Møje skal du skaffe dig Føde af den alle dit Livs Dage;","To Adam he said, ""Because you have listened to your wife's voice, and have eaten of the tree, of which I commanded you, saying, 'You shall not eat of it,' cursed is the ground for your sake. In toil you will eat of it all the days of your life.",16,5,71
" (1 Mosebog 20:52-53)
Således vil Gud, i stedet for at tvinge kvinden til at gå med","  45. ""You, O King, have set your heart upon your husbands. You have loved them, and your husbands have loved you. But you have loved dinous. I have sat på grund af dinosauerne. Jeg har sat på grund af dinosauerne","Og til Adam sagde han: ""Fordi du lyttede til din Hustrus Tale og spiste af Træet, som jeg sagde, du ikke måtte spise af, skal Jorden være forbandet for din Skyld; med Møje skal du skaffe dig Føde af den alle dit Livs Dage;","To Adam he said, ""Because you have listened to your wife's voice, and have eaten of the tree, of which I commanded you, saying, 'You shall not eat of it,' cursed is the ground for your sake. In toil you will eat of it all the days of your life.",17,5,71
" ""Ham,"" sagde hun, ""skal jeg ikke lade kalde en mand, hvis han er her, eller ham, der har været min hersker",  K. 35:12.  13:13.  13:14.  13:15.  13:16.  13:17.  13:18.  13:19.  ,"Og til Adam sagde han: ""Fordi du lyttede til din Hustrus Tale og spiste af Træet, som jeg sagde, du ikke måtte spise af, skal Jorden være forbandet for din Skyld; med Møje skal du skaffe dig Føde af den alle dit Livs Dage;","To Adam he said, ""Because you have listened to your wife's voice, and have eaten of the tree, of which I commanded you, saying, 'You shall not eat of it,' cursed is the ground for your sake. In toil you will eat of it all the days of your life.",18,5,71
"
engelsk: His mother asked him, ""I want to multiply your labor; with pain do you bear children. But to your husband will your","    A woman goes to her husband and says, ""I love you, my lord, but I have to have a child. I am in love with my husband, but I have no child. Please, my lord, I will give you a son, but he will be a scap","Og til Adam sagde han: ""Fordi du lyttede til din Hustrus Tale og spiste af Træet, som jeg sagde, du ikke måtte spise af, skal Jorden være forbandet for din Skyld; med Møje skal du skaffe dig Føde af den alle dit Livs Dage;","To Adam he said, ""Because you have listened to your wife's voice, and have eaten of the tree, of which I commanded you, saying, 'You shall not eat of it,' cursed is the ground for your sake. In toil you will eat of it all the days of your life.",19,5,71
